id,original_path,checksum,arch,format,compiler_spec,size
1,/data/hongyuan/akiba_dataset/ext/arm/agtron.st530_legend_wifi/assets/_ecuupdate.hex.extracted/0.hex.bin.fs713554fs.bin,45f3c722e9434b4cf4dede5ef658f50a,ARM:LE:32:v8T,Raw Binary,unknown,134504156
2,/data/hongyuan/akiba_dataset/ext/arm/amwayindia.nutrilitewow/assets/InBandMS-A062.bin.fs129899fs.bin,459052a209c444ee95b6e340b2fc7d8d,ARM:LE:32:v8T,Raw Binary,unknown,129899
3,/data/hongyuan/akiba_dataset/ext/arm/amwayindia.nutrilitewow/assets/InLab2MS-A036.bin.fs71944fs.bin,a975abe205702bee0fdf235028410a48,ARM:LE:32:v8T,Raw Binary,unknown,71944
4,/data/hongyuan/akiba_dataset/ext/arm/at.juggglow.jugglingapp/res/raw/_firmware.hex.extracted/0.hex.bin.fs94785fs.bin,87eafb9dc6b6f10ade2c6592a4245d57,n/a,n/a,n/a,134259596
5,/data/hongyuan/akiba_dataset/ext/arm/ch.aritec.aritag/res/raw/aritag.img.fs27500fs.bin,a4f01d57129eb70204dd9268b60505ec,ARM:LE:32:v8T,Raw Binary,unknown,27500
6,/data/hongyuan/akiba_dataset/ext/arm/cn.geecare.geesuper/assets/_SmartTemp_V_1_01.hex.extracted/0.hex.bin.fs62016fs.bin,4f4fe6a9172e6381793a6fda0cd23797,ARM:LE:32:v8T,Raw Binary,unknown,103952
7,/data/hongyuan/akiba_dataset/ext/arm/cn.geecare.geesuper/assets/_SmartTemp_V_1_01led.hex.extracted/0.hex.bin.fs67482fs.bin,37e6832078d7191c2fab020deb60f391,ARM:LE:32:v8T,Raw Binary,unknown,105892
8,/data/hongyuan/akiba_dataset/ext/arm/co.blustor.gatekeeper/assets/firmware/Firmware_dev_v7-7-13.bin.fs327680fs.bin,7be905c76fa42d835fef8b5264a95265,ARM:LE:32:v8T,Raw Binary,unknown,327680
9,/data/hongyuan/akiba_dataset/ext/arm/co.trendsolar.m2m/res/raw/solarboxfw.bin.fs55664fs.bin,ea3b9234556d1b888e51ca6a62352512,ARM:LE:32:v8T,Raw Binary,unknown,55664
10,/data/hongyuan/akiba_dataset/ext/arm/co.trendsolar.m2m/res/raw/solarboxfw_25.bin.fs58356fs.bin,f4497a1af7182cba43c7b0215332e647,ARM:LE:32:v8T,Raw Binary,unknown,58356
11,/data/hongyuan/akiba_dataset/ext/arm/co.trendsolar.m2m/res/raw/solarboxfw_26.bin.fs61436fs.bin,869fc2f53b43d02fecb5fe3c48939be5,ARM:LE:32:v8T,Raw Binary,unknown,61436
12,/data/hongyuan/akiba_dataset/ext/arm/com.ael.autologgo/res/raw/lower_old.bin.fs31144fs.bin,9d5080451eb53d7fbbb3d78d7aab226f,ARM:LE:32:v8T,Raw Binary,unknown,31144
13,/data/hongyuan/akiba_dataset/ext/arm/com.arcdevices.smartvs.release/assets/smvs_sb.bin.fs19708fs.bin,97f8949134d683fa25779131127a72f3,ARM:LE:32:v8T,Raw Binary,unknown,19708
14,/data/hongyuan/akiba_dataset/ext/arm/com.jaga.ibraceletplus.smartwristband3/res/raw/rh266fp.bin.fs521896fs.bin,0cdcda9d5e6ea906029581d5533d3d94,ARM:LE:32:v8T,Raw Binary,unknown,521896
15,/data/hongyuan/akiba_dataset/ext/arm/com.jjkeller.kmb/assets/fwImages/eobr_gen2_6.88.165.bin.fs246428fs.bin,000e9567dfa363fa2c6cf68be2d59a6d,ARM:LE:32:v8T,Raw Binary,unknown,246428
16,/data/hongyuan/akiba_dataset/ext/arm/com.jjkeller.kmb/res/raw/bte_eobr.tgz.fs157792fs.bin,d29939d6b001cdaa67c5ef5b2992d43c,ARM:LE:32:v8T,Raw Binary,unknown,157792
17,/data/hongyuan/akiba_dataset/ext/arm/com.jtkj.led1248/assets/coolledu.bin.fs57716fs.bin,c19ec84b4b3ac26ede3d6324fc482496,ARM:LE:32:v8T,Raw Binary,unknown,57716
18,/data/hongyuan/akiba_dataset/ext/arm/com.ks2corp.batdisp/assets/firmware/_STM32_BDSP_factory_4.0.2.hex.extracted/0.hex.bin.fs1393255fs.bin,6c0930def64562f994f9403e458db4d3,ARM:LE:32:v8T,Raw Binary,unknown,135265972
19,/data/hongyuan/akiba_dataset/ext/arm/com.ks2corp.batdisp/assets/legacyfirmware/_STM32_BDSP_factory_3.5.0.hex.extracted/0.hex.bin.fs5674269fs.bin,25d04a7388ccc372bce0b3cd1a7ab0e1,ARM:LE:32:v8T,Raw Binary,unknown,136229888
20,/data/hongyuan/akiba_dataset/ext/arm/com.transway.fiiapp/res/raw/_ble_app_ancse_v17.hex.extracted/0.hex.bin.fs161459fs.bin,c10b1de4681c822303ba006bdf5a87c4,ARM:LE:32:v8T,Raw Binary,unknown,139300
21,/data/hongyuan/akiba_dataset/ext/arm/com.vp.fever/res/raw/_ble_app_hts.hex.extracted/0.hex.bin.fs91475fs.bin,eb3bf14eb7d844c1d238fc4cc54469cc,ARM:LE:32:v8T,Raw Binary,unknown,122616
22,/data/hongyuan/akiba_dataset/ext/arm/com.waterair.easycare/res/raw/plug.bin.fs64560fs.bin,99451a86ee637e885cdff99df06e8143,ARM:LE:32:v8T,Raw Binary,unknown,64560
23,/data/hongyuan/akiba_dataset/ext/arm/com.coollang.cq/res/raw/ble.dat.fs10952fs.bin,495c0df719efdca1ea33a2a382c6eccf,ARM:LE:32:v8T,Raw Binary,unknown,10952
24,/data/hongyuan/akiba_dataset/ext/arm/com.coollang.cq/res/raw/d1.dat.fs3476fs.bin,446323fb91823369468515382d5a093d,ARM:LE:32:v8T,Raw Binary,unknown,3476
25,/data/hongyuan/akiba_dataset/ext/arm/com.cubii/res/raw/go_plus_v104.bin.fs116956fs.bin,bd9b2b38b4ea75e7ca0dcf193f744d7b,ARM:LE:32:v8T,Raw Binary,unknown,116956
26,/data/hongyuan/akiba_dataset/ext/arm/com.daye.dayeapp/assets/AutoMower.bin.fs153268fs.bin,3bcd947ff2843971cf387efd1f895239,ARM:LE:32:v8T,Raw Binary,unknown,153268
27,/data/hongyuan/akiba_dataset/ext/arm/com.daye.dayeapp/assets/DY00243_20181210.bin.fs113856fs.bin,838be999688844e3aaf6e5acb0d375ad,ARM:LE:32:v8T,Raw Binary,unknown,113856
28,/data/hongyuan/akiba_dataset/ext/arm/com.daye.dayeapp/assets/DY00256_20190508.bin.fs118632fs.bin,94851deb65936eb312121d60cbb354ad,ARM:LE:32:v8T,Raw Binary,unknown,118632
29,/data/hongyuan/akiba_dataset/ext/arm/com.daye.dayeapp/assets/DY01243_20181210.bin.fs203520fs.bin,6feb75aa50dded6cfa8e043359d4dec2,ARM:LE:32:v8T,Raw Binary,unknown,203520
30,/data/hongyuan/akiba_dataset/ext/arm/com.daye.dayeapp/assets/DY01256_20190508.bin.fs226044fs.bin,2a3803df0608700c790c61b92b856f5a,ARM:LE:32:v8T,Raw Binary,unknown,226044
31,/data/hongyuan/akiba_dataset/ext/arm/com.daye.dayeapp/assets/DY02243_20181210.bin.fs203520fs.bin,f163179e5151f3fb12e4f57fccc67e5c,ARM:LE:32:v8T,Raw Binary,unknown,203520
32,/data/hongyuan/akiba_dataset/ext/arm/com.daye.dayeapp/assets/DY02256_20190508.bin.fs226044fs.bin,5f45646f74fcfaa8cfc9f3f035606650,ARM:LE:32:v8T,Raw Binary,unknown,226044
33,/data/hongyuan/akiba_dataset/ext/arm/com.daye.dayeapp/assets/DY11243_20181210.bin.fs203520fs.bin,c2bc4656136c04c496edb6aee72b32ce,ARM:LE:32:v8T,Raw Binary,unknown,203520
34,/data/hongyuan/akiba_dataset/ext/arm/com.daye.dayeapp/assets/DY11256_20190508.bin.fs226044fs.bin,eb3b56e8db0f75d164fb6a72811d5de5,ARM:LE:32:v8T,Raw Binary,unknown,226044
35,/data/hongyuan/akiba_dataset/ext/arm/com.daye.dayeapp/assets/DY12243_20181210.bin.fs203520fs.bin,d2ce3fc4e487ca4f4438c6f9048d5129,ARM:LE:32:v8T,Raw Binary,unknown,203520
36,/data/hongyuan/akiba_dataset/ext/arm/com.daye.dayeapp/assets/DY12256_20190508.bin.fs226044fs.bin,613bbd0a99f5ce9ea91069dcf71a6130,ARM:LE:32:v8T,Raw Binary,unknown,226044
37,/data/hongyuan/akiba_dataset/ext/arm/com.daye.dayeappNew/assets/DM00401.BIN.fs57736fs.bin,0f977264a221be460d99f96e61e5afc1,ARM:LE:32:v8T,Raw Binary,unknown,57736
38,/data/hongyuan/akiba_dataset/ext/arm/com.daye.dayeappNew/assets/DY00273.BIN.fs248640fs.bin,7d584b0810866d56fc56bafd94e3e35f,ARM:LE:32:v8T,Raw Binary,unknown,248640
39,/data/hongyuan/akiba_dataset/ext/arm/com.daye.dayeappNew/assets/DY01273.BIN.fs248640fs.bin,4dac9a98c12e8b0da92f789f1abdd8ac,ARM:LE:32:v8T,Raw Binary,unknown,248640
40,/data/hongyuan/akiba_dataset/ext/arm/com.daye.dayeappNew/assets/DY02273.BIN.fs248640fs.bin,c57e3e265b2b9c08091a9ee27506925a,ARM:LE:32:v8T,Raw Binary,unknown,248640
41,/data/hongyuan/akiba_dataset/ext/arm/com.daye.dayeappNew/assets/DY05273.BIN.fs248640fs.bin,e570eb6657858f14f530eb9073cd5f38,ARM:LE:32:v8T,Raw Binary,unknown,248640
42,/data/hongyuan/akiba_dataset/ext/arm/com.daye.dayeappNew/assets/DY10273.BIN.fs248640fs.bin,a23474cc7f96bbc2c30b6054ea1273f1,ARM:LE:32:v8T,Raw Binary,unknown,248640
43,/data/hongyuan/akiba_dataset/ext/arm/com.daye.dayeappNew/assets/DY11273.BIN.fs248640fs.bin,1043adfe98599cf582c84a6f1bea6c41,ARM:LE:32:v8T,Raw Binary,unknown,248640
44,/data/hongyuan/akiba_dataset/ext/arm/com.daye.dayeappNew/assets/DY12273.BIN.fs248640fs.bin,6d3faa57c36affb4d0d2d22689f9083d,ARM:LE:32:v8T,Raw Binary,unknown,248640
45,/data/hongyuan/akiba_dataset/ext/arm/com.daye.dayeappNew/assets/DY14273.BIN.fs248508fs.bin,7d32145493e6d9e0553a0fefb64d7678,ARM:LE:32:v8T,Raw Binary,unknown,248508
46,/data/hongyuan/akiba_dataset/ext/arm/com.daye.dayeappNew/assets/DY15273.BIN.fs248640fs.bin,2d8f527f60e9db253fb2f350ec1e91cb,ARM:LE:32:v8T,Raw Binary,unknown,248640
47,/data/hongyuan/akiba_dataset/ext/arm/com.daye.thingcom.mower_wifi_ble/assets/DY00271.BIN.fs140684fs.bin,7e9fa8e2f20ea1e0579ea484db097d14,ARM:LE:32:v8T,Raw Binary,unknown,140684
48,/data/hongyuan/akiba_dataset/ext/arm/com.daye.thingcom.mower_wifi_ble/assets/DY01271.BIN.fs253980fs.bin,5acb2408aed10c0b3bc8affdb2665382,ARM:LE:32:v8T,Raw Binary,unknown,253980
49,/data/hongyuan/akiba_dataset/ext/arm/com.daye.thingcom.mower_wifi_ble/assets/DY02271.BIN.fs253980fs.bin,e8ed5057eba8ba1d5e193b298b490227,ARM:LE:32:v8T,Raw Binary,unknown,253980
50,/data/hongyuan/akiba_dataset/ext/arm/com.daye.thingcom.mower_wifi_ble/assets/DY11271.BIN.fs253980fs.bin,581e8dfbd131f05d3e87cffec19f8647,ARM:LE:32:v8T,Raw Binary,unknown,253980
51,/data/hongyuan/akiba_dataset/ext/arm/com.daye.thingcom.mower_wifi_ble/assets/DY12271.BIN.fs253980fs.bin,72ceedda5fb911c26176218043e05af7,ARM:LE:32:v8T,Raw Binary,unknown,253980
52,/data/hongyuan/akiba_dataset/ext/arm/com.daye.thingcom.mower_wifi_ble/assets/DY14271.BIN.fs253980fs.bin,ae1a16ec549646ef8defb658225c4fd5,ARM:LE:32:v8T,Raw Binary,unknown,253980
53,/data/hongyuan/akiba_dataset/ext/arm/com.digicare.digicaremobile/res/raw/erisw.bin.fs73812fs.bin,ca29c4ddf42a082433845382bcd8d4a4,ARM:LE:32:v8T,Raw Binary,unknown,73812
54,/data/hongyuan/akiba_dataset/ext/arm/com.digicare.digicaremobile/res/raw/eriswcamera.bin.fs73812fs.bin,e67d25e28a9a2f5c919c3b27976522fd,ARM:LE:32:v8T,Raw Binary,unknown,73812
55,/data/hongyuan/akiba_dataset/ext/arm/com.dkn.cardioconnect/assets/_default-MG353N-ap-3.03.hex.extracted/0.hex.bin.fs315715fs.bin,5c751e01912c548863615a3ac300c4a1,ARM:LE:32:v8T,Raw Binary,unknown,231008
56,/data/hongyuan/akiba_dataset/ext/arm/com.dkn.cardioconnect/assets/_default-pd199n-ap-2.4.11.hex.extracted/0.hex.bin.fs183374fs.bin,18a050ac5a4890a88856ac66199cd68d,ARM:LE:32:v8T,Raw Binary,unknown,155284
57,/data/hongyuan/akiba_dataset/ext/arm/com.doouya.babyhero/assets/_dy_ther2.hex.extracted/0.hex.bin.fs147457fs.bin,3b84590cfc767d7a743c287cf92c0e6c,ARM:LE:32:v8T,Raw Binary,unknown,268439576
58,/data/hongyuan/akiba_dataset/ext/arm/com.dopplerlabs.hereactivelistening/assets/fw/here_app_pv_7.bin.fs129570fs.bin,9d9d857e2ac99a2be7b23451295eebc0,ARM:LE:32:v8T,Raw Binary,unknown,129570
59,/data/hongyuan/akiba_dataset/ext/arm/com.ecodomesticheating.deltacalor.app/assets/_stone1.35.zip.extracted/_application.hex.extracted/0.hex.bin,77c2cce983377e123c76cbd87400e344,ARM:LE:32:v8T,Raw Binary,unknown,164664
60,/data/hongyuan/akiba_dataset/ext/arm/com.ecodomesticheating.deltacalor.app/assets/_stone1.49.zip.extracted/_application.hex.extracted/0.hex.bin,3ffe6a6e46735a6622f63a57216d6b56,ARM:LE:32:v8T,Raw Binary,unknown,157596
61,/data/hongyuan/akiba_dataset/ext/arm/com.enjoyfly.uav/assets/dream-v3.5-2018.7.27.bin.fs498448fs.bin,3a69990b90efd05c20b295923fc54d7c,ARM:LE:32:v8T,Raw Binary,unknown,498448
62,/data/hongyuan/akiba_dataset/ext/arm/com.enjoyfly.uav/assets/dream-v3.6-2018.7.28.bin.fs498448fs.bin,9270028ae606e1d516cc6af56e267960,ARM:LE:32:v8T,Raw Binary,unknown,498448
63,/data/hongyuan/akiba_dataset/ext/arm/com.enjoyfly.uav/assets/obtain-v4.4-2018.7.24.bin.fs618600fs.bin,ad666ffab03d30ead1819d7524ad2a03,ARM:LE:32:v8T,Raw Binary,unknown,618600
64,/data/hongyuan/akiba_dataset/ext/arm/com.enjoyfly.uav/assets/px4fmu-v4_APM_obtain.bin.fs616864fs.bin,37659e2963f3d8807f8926f3d809ae39,ARM:LE:32:v8T,Raw Binary,unknown,616864
65,/data/hongyuan/akiba_dataset/ext/arm/com.est.defa/assets/_705250_Futura_II_Wucu_P05_14.0.1.zip.extracted/application.bin.fs65348fs.bin,71c3f279125d0bb00deedfc5d2ccf789,ARM:LE:32:v8T,Raw Binary,unknown,65348
66,/data/hongyuan/akiba_dataset/ext/arm/com.assaabloy.stg.cliq.go.android/unknown/CliqBLEOAD_2_5_0.bin.fs36864fs.bin,5163bfde99ec2e84a571f8607e8e9431,ARM:LE:32:v8T,Raw Binary,unknown,36864
67,/data/hongyuan/akiba_dataset/ext/arm/com.feetguider/assets/firmware/_101.hex.extracted/0.hex.bin.fs208058fs.bin,ef13d628cfb0f35f1ce519a2d0ba63b0,ARM:LE:32:v8T,Raw Binary,unknown,164064
68,/data/hongyuan/akiba_dataset/ext/arm/com.feetguider/assets/firmware/_106.hex.extracted/0.hex.bin.fs211139fs.bin,347cdffcda95060538e8f792b6ad14ec,ARM:LE:32:v8T,Raw Binary,unknown,165156
69,/data/hongyuan/akiba_dataset/ext/arm/com.feetguider/res/raw/_btop_f100_app.hex.extracted/0.hex.bin.fs206996fs.bin,1a8db736a0e15d3724eda398c5047a62,ARM:LE:32:v8T,Raw Binary,unknown,165360
70,/data/hongyuan/akiba_dataset/ext/arm/com.feetguider/res/raw/_btop_f100_app_v1_1_0.hex.extracted/0.hex.bin.fs207436fs.bin,c5779800a9ebc1f6e288759ee9578d9c,ARM:LE:32:v8T,Raw Binary,unknown,165520
71,/data/hongyuan/akiba_dataset/ext/arm/com.idutex.alonevehicle.E4/assets/link/Link_PU2.bin.fs53440fs.bin,9fc84847d470fc4d927a0793efe20e76,ARM:LE:32:v8T,Raw Binary,unknown,53440
72,/data/hongyuan/akiba_dataset/ext/arm/com.idutex.alonevehicle.E4/assets/link/EWLink.bin.fs55684fs.bin,b6bf9a31926223f9af732090fe0b2ff0,ARM:LE:32:v8T,Raw Binary,unknown,55684
73,/data/hongyuan/akiba_dataset/ext/arm/com.idutex.alonevehicle.E4/assets/link/Link_710.bin.fs60900fs.bin,cc41849c2c6b631f6867abc1850ccbd7,ARM:LE:32:v8T,Raw Binary,unknown,60900
74,/data/hongyuan/akiba_dataset/ext/arm/com.idutex.alonevehicle.E4/assets/link/Link_C16.bin.fs51924fs.bin,eb01b897a371ac8a55d94fa871d5dc18,ARM:LE:32:v8T,Raw Binary,unknown,51924
75,/data/hongyuan/akiba_dataset/ext/arm/com.idutex.alonevehicle.E4/assets/link/Link_C69.bin.fs49460fs.bin,3a65ac2d7520594951460231f33f0bc3,ARM:LE:32:v8T,Raw Binary,unknown,49460
76,/data/hongyuan/akiba_dataset/ext/arm/com.idutex.alonevehicle.E4/assets/link/Link_E4.bin.fs52468fs.bin,fed4e644107178e14a7714d21d2b5822,ARM:LE:32:v8T,Raw Binary,unknown,52468
77,/data/hongyuan/akiba_dataset/ext/arm/com.idutex.alonevehicle.E4/assets/link/Link_P16.bin.fs54476fs.bin,5b63424ac4ddf74aed89afcde141e6f5,ARM:LE:32:v8T,Raw Binary,unknown,54476
78,/data/hongyuan/akiba_dataset/ext/arm/com.idutex.alonevehicle.E4/assets/link/Link_P69.bin.fs48448fs.bin,2ece90b915c53fda1542281d065e9d80,ARM:LE:32:v8T,Raw Binary,unknown,48448
79,/data/hongyuan/akiba_dataset/ext/arm/com.idutex.alonevehicle.E4/assets/link/Link_T2.bin.fs62676fs.bin,63d68c4fb81620704cd87a98b0448e3a,ARM:LE:32:v8T,Raw Binary,unknown,62676
80,/data/hongyuan/akiba_dataset/ext/arm/com.idutex.alonevehicle.E4/assets/link/Link_T3.bin.fs65064fs.bin,58fa54d39c69fb8a76f8c85012c034aa,ARM:LE:32:v8T,Raw Binary,unknown,65064
81,/data/hongyuan/akiba_dataset/ext/arm/com.idutex.alonevehicle.E4/assets/link/Link_U39.bin.fs52176fs.bin,3bb1f39de348961e8657d657ca59f890,ARM:LE:32:v8T,Raw Binary,unknown,52176
82,/data/hongyuan/akiba_dataset/ext/arm/com.idutex.alonevehicle.E4/assets/link/Link_U4.bin.fs53552fs.bin,3d3fb30f9b0dc21f2498c1d0614aacf0,ARM:LE:32:v8T,Raw Binary,unknown,53552
83,/data/hongyuan/akiba_dataset/ext/arm/com.idutex.alonevehicle.E4/assets/link/Link_X5.bin.fs52596fs.bin,fae88af3db0e4ced40c956d4ad59c594,ARM:LE:32:v8T,Raw Binary,unknown,52596
84,/data/hongyuan/akiba_dataset/ext/arm/com.idutex.alonevehicle.E4/assets/link/Link_X59.bin.fs52588fs.bin,840285eab0a49a2e92bb9a4901fa444e,ARM:LE:32:v8T,Raw Binary,unknown,52588
85,/data/hongyuan/akiba_dataset/ext/arm/com.idutex.alonevehicle.E4/assets/link/Link_X6.bin.fs52588fs.bin,4d447ef086a9f0506c0d92cb593a0cb8,ARM:LE:32:v8T,Raw Binary,unknown,52588
86,/data/hongyuan/akiba_dataset/ext/arm/com.lifx.lifx/assets/firmware/_lcmv4-v1.22-20170809-RC5.zip.extracted/payload-0x01-0x14-0x00018000.bin.fs393212fs.bin,2d7b3bddb1a4df6faa8b5b63eec420e8,ARM:LE:32:v8T,Raw Binary,unknown,393212
87,/data/hongyuan/akiba_dataset/ext/arm/com.lifx.lifx/assets/firmware/_lcmv4-v1.22-20170809-RC5.zip.extracted/payload-0x01-0x23-0x00000800.bin.fs96252fs.bin,700072fc8cb7c8aabbcfd205d64aa8ba,ARM:LE:32:v8T,Raw Binary,unknown,96252
88,/data/hongyuan/akiba_dataset/ext/arm/com.lifx.lifx/assets/firmware/_lcmv4-v1.22-20170809-RC5.zip.extracted/payload-0x03-0x10-0x00000800.bin.fs96252fs.bin,64c699c68b7e98b3731cbfb1e70e716e,ARM:LE:32:v8T,Raw Binary,unknown,96252
89,/data/hongyuan/akiba_dataset/ext/arm/com.lifx.lifx/assets/firmware/_LMBG-v2.1-20150618-RELEASE.zip.extracted/payload-0x01-0x03-0x00220000.bin.fs81340fs.bin,a98e61985b680bb641c3ee420dfa107b,ARM:LE:32:v8T,Raw Binary,unknown,81340
90,/data/hongyuan/akiba_dataset/ext/arm/com.lifx.lifx/assets/firmware/_LMBG-v2.1-20150618-RELEASE.zip.extracted/payload-0x01-0x03-0x00240000.bin.fs81340fs.bin,8b5c14a40b9cca7743201724af2edfeb,ARM:LE:32:v8T,Raw Binary,unknown,81340
91,/data/hongyuan/akiba_dataset/ext/arm/com.lifx.lifx/assets/firmware/_LMBV6-v2.1-20150618-RELEASE.zip.extracted/payload-0x01-0x01-0x00220000.bin.fs66684fs.bin,e230bb7645507e4b69ddc4751ec0b332,ARM:LE:32:v8T,Raw Binary,unknown,66684
92,/data/hongyuan/akiba_dataset/ext/arm/com.lifx.lifx/assets/firmware/_LMBV6-v2.1-20150618-RELEASE.zip.extracted/payload-0x01-0x01-0x00240000.bin.fs66684fs.bin,d01ecfd62a29d7ea64d1d4f6c1828ca1,ARM:LE:32:v8T,Raw Binary,unknown,66684
93,/data/hongyuan/akiba_dataset/ext/arm/com.lifx.lifx/assets/firmware/_v2.90-20221014-RELEASE.zip.extracted/1_32.bin.fs1011808fs.bin,650adc5d4458bd599b059e8a3e23a232,Xtensa:LE:32:default,Raw Binary,unknown,1011808
94,/data/hongyuan/akiba_dataset/ext/arm/com.lifx.lifx/assets/firmware/_v2.90-20221014-RELEASE.zip.extracted/1_38.bin.fs1011808fs.bin,c1846e774e393909421d9a3fd5fe8536,Xtensa:LE:32:default,Raw Binary,unknown,1011808
95,/data/hongyuan/akiba_dataset/ext/arm/com.roadpia.cubebox/assets/obd.bin.fs23292fs.bin,8d7bca7836529764a53f46633c932bd5,ARM:LE:32:v8T,Raw Binary,unknown,23292
96,/data/hongyuan/akiba_dataset/ext/arm/com.sonyericsson.extras.smartwatch/res/raw/firmware.bin.fs786432fs.bin,0e0b538f687c44479f80a32235d8a781,ARM:LE:32:v8T,Raw Binary,unknown,786432
97,/data/hongyuan/akiba_dataset/ext/arm/com.telecogroup.app.telecohub/res/raw/_hfp_h0_u10.hex.extracted/0.hex.bin.fs874916fs.bin,b7dffc7f925a21d7f953231a1ed62b70,ARM:LE:32:v8T,Raw Binary,unknown,201644704
98,/data/hongyuan/akiba_dataset/ext/arm/com.wifi.dayeapp/assets/DY14273.BIN.fs260544fs.bin,7e354154b420845e1d0f7688cdf6e4cd,ARM:LE:32:v8T,Raw Binary,unknown,260544
99,/data/hongyuan/akiba_dataset/ext/arm/eos_lp.com.igrow/res/raw/eos_igrow_janus.bin.fs43300fs.bin,33ee6a786eb0dd6f8ea041b659472a1c,ARM:LE:32:v8T,Raw Binary,unknown,43300
100,/data/hongyuan/akiba_dataset/ext/arm/eos_lp.com.igrow/res/raw/eos_igrow_s104.bin.fs42495fs.bin,d71484f4fb75fefa6d9d93ec592ba435,ARM:LE:32:v8T,Raw Binary,unknown,42495
101,/data/hongyuan/akiba_dataset/ext/arm/kr.ftlab.rd200pro/assets/RD200PRO_MAIN_V104.bin.fs78700fs.bin,93563dbb25e882545c038548990c3fa0,ARM:LE:32:v8T,Raw Binary,unknown,78700
102,/data/hongyuan/akiba_dataset/ext/arm/kr.ftlab.rd200pro/assets/RD200PRO_MAIN_V104_o.bin.fs78656fs.bin,8891925b4a33e012dc792e9eededb4e6,ARM:LE:32:v8T,Raw Binary,unknown,78656
103,/data/hongyuan/akiba_dataset/ext/arm/fitness.mevofit.fitnesstracker.bestfitnessbands.fitnesstrackerforwalkingandjogging/assets/mevoair.bin.fs175712fs.bin,020f778be297d75280ea30740b25c58d,ARM:LE:32:v8T,Raw Binary,unknown,175712
104,/data/hongyuan/akiba_dataset/ext/arm/fr.cordia.Agylus/assets/flutter_assets/assets/firmware/_COELO.hex.extracted/0.hex.bin.fs437941fs.bin,0ac8bc8d70186c0a5315eb3596bb8f22,ARM:LE:32:v8T,Raw Binary,unknown,524288
105,/data/hongyuan/akiba_dataset/ext/arm/fr.cordia.Agylus/assets/flutter_assets/assets/firmware/_T4R3_Nordic.hex.extracted/0.hex.bin.fs591828fs.bin,478e0547f83fbbf46ce12db6548a5a7f,ARM:LE:32:v8T,Raw Binary,unknown,524288
106,/data/hongyuan/akiba_dataset/ext/arm/fr.cordia.Agylus/assets/flutter_assets/assets/firmware/_T4R4.hex.extracted/0.hex.bin.fs908608fs.bin,137e22fcc0a950149e469e83a0dca7be,ARM:LE:32:v8T,Raw Binary,unknown,524288
107,/data/hongyuan/akiba_dataset/ext/arm/fr.outilswolf.wolfapp/assets/kernels/am50fm4/tools/_boot-am50m4.hex.extracted/0.hex.bin.fs26759fs.bin,8c2e79d72294a2f996f93e498d1b0722,ARM:LE:32:v8T,Raw Binary,unknown,16384
108,/data/hongyuan/akiba_dataset/ext/arm/fr.outilswolf.wolfapp/assets/kernels/am50fm4/tools/_testam50m4.hex.extracted/0.hex.bin.fs135387fs.bin,2df7e1c8ea231bb7aeda430b68bb6ae3,ARM:LE:32:v8T,Raw Binary,unknown,1048576
109,/data/hongyuan/akiba_dataset/ext/arm/ifac.td.taxi/res/raw/bg40x.bin.fs90232fs.bin,4f0224f74eee7c585cdd0832aa1e4da5,ARM:LE:32:v8T,Raw Binary,unknown,90232
110,/data/hongyuan/akiba_dataset/ext/arm/ifac.td.taxi/res/raw/bt40ah.bin.fs91704fs.bin,11eba1ee6d91ddd10e78e9b1fd63d555,ARM:LE:32:v8T,Raw Binary,unknown,91704
111,/data/hongyuan/akiba_dataset/ext/arm/ifac.td.taxi/res/raw/ir80.bin.fs68824fs.bin,94792362f4ee47d71169b1bb04ec1762,ARM:LE:32:v8T,Raw Binary,unknown,68824
112,/data/hongyuan/akiba_dataset/ext/arm/ifac.td.taxi/res/raw/skyg.bin.fs354336fs.bin,a805e727c06e60e5be3cc4bb100ca282,ARM:LE:32:v8T,Raw Binary,unknown,354336
113,/data/hongyuan/akiba_dataset/ext/arm/ifac.td.taxi/res/raw/tx76.bin.fs70544fs.bin,cfe4d7084fb85865c04fb9668c56a9e2,ARM:LE:32:v8T,Raw Binary,unknown,70544
114,/data/hongyuan/akiba_dataset/ext/arm/ifac.td.taxi/res/raw/tx76v2.bin.fs70560fs.bin,a033b25865a7edcfa0145a2e1503b286,ARM:LE:32:v8T,Raw Binary,unknown,70560
115,/data/hongyuan/akiba_dataset/ext/arm/io.qihack.free/res/raw/mc005019000.bin.fs37716fs.bin,6437ea185cd31a6120f6fe393be904b7,ARM:LE:32:v8T,Raw Binary,unknown,37716
116,/data/hongyuan/akiba_dataset/ext/arm/io.qihack.free/res/raw/mc005019000cf.bin.fs37716fs.bin,a781a4892da55852720904429bf32aa5,ARM:LE:32:v8T,Raw Binary,unknown,37716
117,/data/hongyuan/akiba_dataset/ext/arm/io.waterwatch.android/res/raw/waterwatch_ota_v92_cel_4.bin.fs378976fs.bin,3a46a0d1496dff862ef75e94557e0d02,ARM:LE:32:v8T,Raw Binary,unknown,378976
118,/data/hongyuan/akiba_dataset/ext/arm/io.waterwatch.android/res/raw/waterwatch_ota_v92_cel_5.bin.fs383716fs.bin,2b4370e13e050686a209a1e0da7c2bc0,ARM:LE:32:v8T,Raw Binary,unknown,383716
