"ID","Hash","vendor","device/MCU model"
1701,"4c616a9a276a2dc5e9cef1cae02733a3",,
1702,"7f2e031703fc76e7bf3ac17d0137eb8b",,
1703,"4d3571a2e7112a0ccd5cfe7befdd6b2e",,
1704,"44e040f94be47ccb19e9e4441ed50763",,
1705,"097979e7c8c1012cb4a2d897e87032b6",,
1706,"d1a2db2b1b0accd6c554572838c4f398",,
1707,"967c793c448177fb3a0b0f74cefcf369",,
1708,"143ef4931d20bdd2260ce003762fef69",,
1709,"75970aa59e36fcfb8649cfcfc4d34286",,
1710,"ad4ea4e2c1d3d09c23f118512aecbe97",,
1711,"b8d489d7f619b45e8e1181cc2d452b71",,
1712,"3eeaa4a982f11dfde2c76921b7903f79",,
1738,"41a7ab7b670ac094d9aa700a1a9dae57",,
1713,"bfb76e5ef79980a596297edfe9e32937",,
1714,"d048a84773c37a409acf9d34af515c49",,
1715,"8afeafe106546d676fb5ff501b33139f",,
1716,"3f4800b3267a5862918c6d7344cd22e7",,
1717,"4a64871347ba9a1643174ef95cdd1b9a",,
1718,"20f6a1e5755828634d70da7accf415a2",,
1719,"9ba42b8d82305e580f525732d8035603",,
1720,"354c9e368f4bcab972d6d883de9a0fd1",,
1721,"eefd60449eb010811f0354edefc47343",,
1722,"ee84e0ff833ea9ca0d146df7a062c801",,
1723,"c55785cf094a99ce64b7355171ef94c6",,
1724,"ec865c02f962dba688189966d128eddc",,
1725,"663efd0a08a697483125751181060493",,
1726,"fc2faf63be4ab933fd5c6147a6ea3409",,
1727,"abd4df9688f97b3a125357c5fa59e85e",,
1728,"e8eb63295401e3889928ce2f12f45443",,
1729,"731220d2242285106e43ee1d0bd96dac",,
1730,"7564193bcf9120d5139ace97cb40780d",,
1731,"3ec9c408e5cca5785b79c284b4146549",,
1732,"d60c6e138fb5e92d33cceeb108c2e9be",,
1733,"f2bdd2180fa6099fb44c606d5fbba4e2",,
1734,"1f0aeaa0d0ee332456067bb1aaab7fce",,
1735,"2fcc81adb331a4751cbca23a0b6e5eb4",,
1736,"901ca7030158fc1eab631bfec9d4d4d2",,
1737,"75e916ecd5f249468c705c1545894cbb",,
1739,"65f9b98c6eec6fe32a92ab57bcca9d08",,
1740,"eeac0bd151f402f9f506f1e253d62011",,
1741,"a159eaf32e1d189597b384fbd0f702ac",,
1742,"34af8c99c000c5f860789b3f6bebb62c",,
1743,"9dd68268dd73a428b362294c9d3c2229",,
1744,"c2c9403b547dff6e9c2d061f4ce01ad4",,
1745,"3b7e32053a2c7fe69438673d501a3604",,
1746,"42fc2541e828806a66929605669afbf1",,
1747,"43e4b250ad0d4ce594139204fae71859",,
1748,"e7d12550fd526b1d860ac6d630995939","nordic",
1749,"f76f422448787cbfbf7530a907300a28","nordic",
1750,"7749a69c63633dea7e61f9d8995d54e3",,
1751,"98939ac4e8c8eaacd1ad7306fe95db85",,
1752,"c7fbb48d85c8987adb6b509240082a3b",,
1753,"796d2ed92879c30d64c5f4aa50567e26",,
1754,"df2d5637121351dbcbe61802c9dae5cb",,
1755,"ef9c810aff7a30394071e29d8a8d2822",,
1756,"4e2d6d7825206c481cbb2377e139ee51",,
1757,"5e376d83ced00ebf6101c219b1a10ae5","nordic",
1758,"63ee84617c70379749e1a72b89958301","nordic",
1759,"f5261ba728d7ce2313472fd07c90fcda","nordic",
1760,"5d571db9d2b9ef8296c25eefe56484b2","nordic",
1761,"ad67bfb8859ee13faa4770fdd9f8b3f4","nordic",
1762,"15072f5110ee2f782c692a6c00fadf0c",,
1763,"f65807af5874438b85fe1776d1f9f647",,
1764,"786489a744eab2f8f697b7e52959ffe9",,
1765,"1f02bbf45cb736eaeeff47e2d1d94621",,
1766,"e53899ffd868818cd44a629e50262db3",,
1767,"c581a043b7ca7e20e575f14c5d4527c9",,
1768,"ef8d847f08f6ca8735a1a582588cebaa",,
1769,"534859598b98dfa6c58ce3fcca5de428",,
1770,"87ecee2eddb6fe45856bc349812731de",,
1771,"9200c2e14db54d27a4224ee44d5d240a",,
1772,"3acf207d42f35dd79cc2f4adba0cfbfb",,
1773,"fd64d47441b05c3e63713bf11de19a66",,
1774,"6bd1bbd95c476a7349d89a2e5811a31a",,
1775,"46d3171d1ef979df84dc3f63dfed7681",,
1776,"3e7ffcb027859947d58a5e8aa016efc5",,
1777,"cb1b45495be4e5e031d8691da80eeacd",,
1778,"1756a1d877f1210301494de6a503e44c",,
1779,"434ac65f6b3778015507abb6b7ea91a1",,
1780,"b5e40a6ee35678c2fc5773fe11c44c94",,
1781,"af21c1029f5e06724eac0e348e2f30fa",,
1782,"0bf60f99aae29c7de8a49514c7ecc7a0",,
1783,"00867efd2efa01af2b683fca75079e35",,
1784,"cd08ffb18f39fc3ad833e5cbc3c3c020",,
1785,"9a984a308c3babaaa6ed62f546a0603e",,
1786,"068f738c4ba62686b0ffa9c9a2c859f8",,
1787,"c60d74654eb49b6a6158c980d2024f42",,
1788,"b0d6c704a914c23bbece02186f999f0c",,
1789,"ce1c27d3a62b03737116aac9a0234797",,
1790,"a3d3d90d723e99c53d75a5e2b1211264",,
2534,"42d043e23b93cb006c7e09b0f9986dcc","nordic",
1791,"0499a1a755e0a8e3e939f1a73ad7c13b",,
1792,"d5a03ffe189d6f6d0a3fdc366af6e20f",,
1793,"665f44e4af42af472328317e3ad1d387",,
1794,"7450a2bce10db02511cb12df98e89c09",,
1795,"87bad07674ef7b9de808bc3693e13333",,
1796,"b4338fb5c6dadbc5f7ef80ac9be95ef5",,
1797,"229dc8e888ac2209c6430600c2ee4d0c","nordic",
1798,"48dce04f1f6662f41598da7ee7c85f40","nordic",
1799,"5c4c94c42f38916e76f9ebb4ec807049",,
1800,"34313789da043c4fa5a3de7bcf4d0f0d",,
1801,"2ef51966b7bb5959a3f622074ad39d7d",,
1802,"c46fa5c8ec5c083f6b22367051ae91b7",,
1803,"6b583ede8571a46412ce81f220f8fafa",,
1804,"ce5554f58c2bb91f58566456e65ab479",,
1805,"f13a8e0452a76ebdf4dd16d65de25fa9","nordic",
1806,"b8b2941fad792b85c89e93d0b8a23f01","stm32",
1807,"636e80cadd1c81e8775dad82832e03b5",,
1808,"481ba6a10b3eb1797cbb6e0d18c04423",,
1809,"bade351287d32c1d8641f4af28b8c976",,
1810,"2e495b76b9ef7147dac39ae7602bcf5d",,
1811,"277dae47d6cb5964a6986d222a2e499c",,
1812,"435746a7f5402f1fae95a941d47b2401",,
1813,"bb8d6e53a70508f2776764907d69dd5f",,
1814,"f341fa95c12f4f9e09eb3a54813d695a",,
1815,"56f873225338272c6135ea55a326652d",,
1816,"eac752885a514563346fff6868417203",,
2570,"c67a52c29d273ca54b844821760db885",,
1817,"4db00f60961a1a93fb006937affa03ec",,
1818,"7a201c6a2d9d8eba887716a9d999d9c0",,
1819,"ffd04cf806f9eb938b91d2125dd0cf4f",,
1820,"711890c985db2068c44525c594d93b4d",,
1821,"823a7e446d1db6dfad77dc6da3f59ea0","nordic",
1822,"3ad31d15268eb20ccb3d29af49812acb","nordic",
1823,"88b1f822486e9f551a01af1c917a7ed1",,
1824,"8671ccad9195ae1fd0c8bfdace960e4e",,
1825,"3c9c17cbf68b89fdcc543eead67714fd",,
1826,"724d0f719f2bf0a6aa0af05e9c4fbd54",,
1827,"517955c1865e6cd9f79eb2b81cda37d0",,
1828,"5055b2f981342dc790c4576a089e0d4c",,
1829,"76afb3656b79ef3689fd180a09cf3965",,
1830,"062aef92f3dd7c834952cae519725799",,
1831,"8a004642e1108576eebe58b0df1e17dd",,
1832,"cfdaab9bb638d36deaaecdf6b8cbfcaf",,
1833,"b270140da86b123f1401c0a5a5e85236",,
1834,"5101402eb26a91683b75a214ebf964cc",,
1835,"180e9e0873cc56171dd4937a4b14e3d8",,
1836,"c59c850f67ba0d298ad691580ff3e317",,
1837,"b8d258966ce687c2bcadc7a77ea28cd5",,
1838,"fcd9d9b1c7dd47036be134edbd66b1ed",,
1839,"bf5f4189d8f0385c125934bafcdd9bb0",,
1840,"c843abc51f53bc284b93ad99849bb153",,
1841,"6df4e36cb6926ea53b6bb4e734e8415b",,
1842,"7db17b8da4524d44aebab19f68e011a9",,
2583,"9579f5910707d8941cc238d6d614978c","nordic",
1843,"c7f02c70a24db5e09c9d65876fa2344a",,
1844,"0f246520e18d119e8ca7843bd45f0892",,
1845,"78e60afc6c466c47de3bb50c3a533b8f",,
1846,"9ca4f249be695ac66c2e90bfa28f105a",,
1847,"7baf99f804546749f9f0a0f0cd64cdf3","nordic",
1848,"7024e882ed9855bea8595a4a571ba28e","nordic",
1849,"b3c17275f0eb13546f3c8cb1730acca4","nordic",
1850,"62186782f8c329dd7e3f09da2ef4c6e6","nordic",
1851,"8fd291c5cf78d13284501eb0a450853f","nordic",
1852,"c9cd411b909dcc079cc4e185f5c23e36","nordic",
1853,"b5398d443849d24b391eae54dee013db","nordic",
1854,"8ad501c6d7a8ba4bbfeaf589a3c96ea8","nordic",
1855,"7f165e622d6fb979816502ef9fd83d70","nordic",
1856,"3861c7a48224eae1d0cd369c289aeb98","nordic",
1857,"ff08dd51b4dde06a2ba1ec14d8903a34",,
1858,"1d489df858097f0a2c8933bdc470fb19",,
1859,"065a001971f63693cc133f754abeb48f",,
1860,"393e000f7c51a54015403ae199e2b68e",,
1861,"de178837d06c06a79309021f26958261",,
1862,"e2439a7bc187ebcd399e6dca71617cf9","realtek",
1863,"d895c66c3e205f65703e108778b22cdd","realtek",
1864,"3ddba68f6bc37c496e80ff232b551297",,
1865,"ee34d33267e68fa015db8d3a12470d6d",,
1866,"37f7a0038a7f1ac9a6e7f8bd72947427","nordic",
1867,"4ad6eaaf08f8fb6b1bbdede45e5a75dc","nordic",
1868,"2a3da55bbabaff81ef9ef4e9e8f290bc","nordic",
2342,"547e4191d4acf5646ec5f238f1be8688","nordic",
1869,"1ba835092c7bf918ba49ae5202e5b142","nordic",
1870,"ea8bd059f0473a97ef62f77371504a2e",,
1871,"a96dd42d17ebc429534c484b6d14f77c",,
1872,"5d4fbe4a4fcb4043ea7f275f060994a4","nordic",
1873,"406c0fee33f2415f0f7341f6070773a9","nordic",
1874,"4561bb9ca0d6e0624eaf95dfdb73552e","nordic",
1875,"a15e6575631eca8378a405b9ee172135","nordic",
1876,"5f53f2fd7d137b548ab609d7ec5edc12",,
1877,"fe8d510ec5decdbf7627260805dd7d38",,
1878,"6a097d08e5f93081c9e155f9cec803e3",,
1879,"66bf8353c15de76d2db13306132b5cf6",,
1880,"e52cf58b8fd68c684942c811384dcbbd","nordic",
1881,"356b3c5c22bd43cd8fc28d1da03466f8",,
1882,"91fbf463032eee54a7330a1a5e987a68",,
1883,"5b38e81c0dbe712f7573289fb2a91952",,
1884,"c2e1ddbefbdd47e3970c2425e4b26314",,
1885,"49b32b65eec9118042973165508c7c6d",,
1886,"49f3af3e247d9270551ca1e1029a56c1",,
1887,"ee122e16070d1fbf73777f75e4a58846",,
1888,"300a1d075925410c24244d8355e0eb4f",,
1889,"267994e8e87a6017a652b4a88164cd4f",,
1890,"33f17d216dd45757d3cc77940bdef766",,
1891,"6670cc98bce151a681759c826a21dd1c",,
1892,"3d305d5741da92c53fb4f3cd26aed897",,
1893,"0e6638b26c10aca39679f434f5d4cb77",,
1894,"3b36104452d792ad6f797a394b6bf985",,
1895,"745d5d10d0ab85cfec35f0f9dcfbd959",,
1896,"d86b0a308280a59fe2920580bc8c64c2",,
1897,"b6dfa7235d8faf3d0bbf64e51a54665a",,
1898,"8ea4f9dcd173e72cc0c3e5f5e8d7b569",,
1899,"29205e401d75067b9454ddca98265069",,
1900,"2d3277af14a4dbcfccf4e19bea2dcde7",,
1901,"63f18a82c6247907dbda0e2af4e4f89c",,
1902,"25c3f1bc638863de4774f0a102de098a",,
1903,"2ffc844ee5527b76ad18159d0dee7de0",,
1904,"cd7d19e1efb7f91a4b1970be89f1a982","ti",
1905,"6d550b867882d6ac1fa7c04d826614cf",,
1906,"3251a9545f89c0813a291dac5148007c",,
1907,"8951b76fe0ca5aef8a8dbed7322e46cd",,
1908,"43f14d71f41c16ac835ac965c5619431",,
1909,"835251b33d05b1977861cba27ec10146",,
1910,"cbbf95278e6b5f5a9089b8071275317d",,
1911,"b68f9fa7b8e7e13e6da1ba7263a4d3a8",,
1912,"b44f7f7b45e9bd685c1c688f7a43608a",,
1913,"058dae379ba354b90d9a9a6b9d875b2a",,
1914,"1a60ef590e89b4028475c633f42c5736",,
1915,"4060ce2f28626cbd9d07f1a18f4efb34",,
1916,"b0117c7bc94d182d6dd5baccc06d233c","nordic",
1917,"9b390060717a5b67fc60add22705f174",,
1918,"8e1dd1b8528d5577f69f7a48a0b3f98a",,
1919,"dae816caf240a9d9f4cdbf80139f57c0",,
1920,"9535ee1362427e3d76deb07b0e303e8e",,
3667,"0cc48350d03be559b9701f410c64952f",,
1921,"bed12337c2b38c5b7aec69ba45258425",,
1922,"1f0210a97aa93a1abaa3ac90ceb526f7",,
1923,"ae774e0c0dbd734e17affff4d12fc07d",,
1924,"d179d654f02387c38978c2f149bca497",,
1925,"c1cfff2e47a02db4f95a58fa5e519261",,
1926,"56f7442a4ad35b820fb87d37e90023b2",,
1927,"0dbac97d9000cd098a5ca7263eaed5b3",,
1928,"0d1b94214fa6ea821922edf6bdfe7bed",,
1929,"be1fe7e2cb86faa04b02f6aadd2dcdec",,
1930,"368b96288541bcda23d7604519ef5c6a",,
1931,"46b9c97a228d6a94b517dc1154236920",,
1932,"e31270b7a2c1597e4b1b0fdbd4667eff",,
1933,"040422c1580c8b62b5bce0ba66af61de",,
1934,"ef454d28fb98788cc7e219f6614ca0a9",,
1935,"c7de5f5c7fb29162f36b13c11e15b371",,
1936,"f7924bde3e701b3422a829ee54b13b9f",,
1937,"f7ed870022c489ed56efac734de64fc7",,
1938,"836f84602859ef5315a26988f41bc3e5",,
1939,"43d64d2e03bfb855345a4b4363fa648a",,
1940,"b665f28fa03400dfc7448419b4ea4c1c",,
1941,"4af4febb25a528bb83df0cb28d213055",,
1942,"4098c1e95b557f7e8ad204a02bb9aa6e",,
1943,"c2023865ceca61153ef245138bb3f458",,
1944,"7675ba557aac20408edf0863c37066fb",,
1945,"da0f82fa46c1c7d53a56cadf333fd31a",,
1946,"7205cbfc160939a18271a34626dc8e27",,
4162,"5565925cbcaf4c58147467958d60b29c",,
1947,"44eda6c8186c6783976f791f0c9bae71",,
1948,"3ab1660e6fc77fa8c15c40423b2a21f8",,
1949,"b6b20db455484eec0cab0042789ccd81",,
1950,"9e6cee468ca024effdfef57230de51a8",,
1951,"a8715b6c55f7d7e2dc1f54e7cc0c38bc",,
1952,"7f092133a5ecfb21837705be89fc15b5",,
1953,"a2df15ed50248757378d79c6574664c9",,
1954,"8e1cc2d10d6ce93f572245e9b9f67d48",,
1955,"e368909e9c1ed53ff83585d1a38feaa7",,
1956,"4a67f75b346b12a05be6aa6942c19823",,
1957,"31c3cc177bcc6d68128a3ebc8c064a44",,
1958,"6072c71038a95b0c518cca64a35530c1",,
1959,"947b168433ae593aa707444b70366033",,
1960,"d1c2f68594476e8d6279c1ee61a33c3b",,
1961,"759d45dad2e930f2c4c09f30781cdbb0",,
1962,"e419ead6a8dc225dc23d9253e9e9730b",,
1963,"7033e573837d756cdd53f52d8748f27e",,
1964,"1e4b6a9a5fb8cf20c167ebfe11c6ad08",,
1965,"a7e130b07b1918c17d2bcefd4023d0e0",,
1966,"7383316607a40f467e534501457815de",,
1967,"45688b1c5ae82c06eb42b722332c2c0f",,
1968,"77011fda369d7cca7ad2703ff85da05d",,
1969,"7fd78100b67782a92613f9295ed26027",,
1970,"5da3192b0a440fae4bd12d61826cccb7",,
1971,"ca706c2f0da7fa2928e2dab508b36003",,
1972,"72985e284fea3375b985c805a4ad04b6",,
1973,"d8d1face875dca3a7a5ab7a915fcd966",,
1974,"914a14471710e936ae65da4870aad736",,
1975,"03f09c1316776392658ef22a53b188ae",,
1976,"d58a479afef8baa3670f210c1aaf3b42",,
1977,"a1244e1f16d5954f77267c79e6a3107f",,
1978,"ad379a46c16a40022f199754e983c448",,
1979,"db6386809bf8ae7ac813da3252bbe096",,
1980,"c9bafb6398227b2eeb698ef98c3d24ac",,
1981,"69d5ad5db35f806ab46fd456225ccf4b",,
1982,"68f75bd0b4e35758ee8a06131f65bb01",,
1983,"a0f34ebef792dcf02bc428344b17c7d4",,
1984,"058d0de6828c7e40fdc41e1fc68784e3",,
1985,"87af85843deef29fd0c0b303c50c575c",,
1986,"009c0ea13b5e3acaa0ec4c8aa048d8c5",,
1987,"1199732b30aa327d731afbd123b91896",,
1988,"01a17b915ecd225cad90aeef88c516d0",,
1989,"7f03c0bb4b6667575325bbc2efd75c55",,
1990,"a84e7deefc9a7c91f9ae770d5abdce5e",,
1991,"512293f4ecc1da468f510a15c32f785a",,
1992,"6bc04b7ec8d016d8adfbfdb1f574ed79",,
1993,"5a8858290dcc702806cefce2a5cce725",,
1994,"bea28ed656d34ab9049bcb6639d2b1e6",,
1995,"fc8747ea1b3011c0111bdee50b7ecb7a",,
1996,"9d534fb48e8f56ef80a52b8a7e7f297a",,
1997,"68a1cdec960cc4b8bd09095b63569a86",,
1998,"61874e46e418f0664147c280fa9ad1d9",,
2343,"0a2abf7dd2c09e99af023de28a6f8faf","nordic",
1999,"7cd6bf18971395c686479c55a07c5764",,
2000,"258795a0e45209d0d86209e5b4674c60",,
2001,"5e39f9d0be68e588f6b36b8d561f9bd1",,
2002,"f9792f6a463300c01dda38b5612a5413",,
2003,"19b1bd0a9df60e46b67346fdac859973",,
2004,"611633889e419c7ac3e17e77338b0ac4",,
2005,"d7f4c1207b45a1584287621c72a38194",,
2006,"13cdc8a775de0d234ca9313151e4353b",,
2007,"8c16eab0ff3d2be52c8a153ab803fd2e",,
2008,"f90a6eff9e72dcc0c7feed669670a161",,
2009,"28b309c0511d9a56aa1f2daac6374cb1",,
2010,"7c1f5f41885d1624385e9412e6aecd18",,
2011,"bce269114304c6bdca47c1460c3978a2",,
2012,"92f3d135130084135693c6eee8a6ac52",,
2013,"64a66ec6217a1e2fd455b6fddbb61ec5",,
2014,"7c3e2618fb0a14ad276bb00f9d13391b",,
2015,"b41acbad7a81bd17f27e2f951bdb2d52",,
2016,"423bf8dd714e3709742f102afc484fa5",,
2017,"592cb39c2b662b00d1d468cdc30c3600",,
2018,"ad7f3fdc0c381c5a90aae858522fb252",,
2019,"3461dae17ca6860cb02a3a0411400844",,
2020,"533302c4bb4d6d035103f7f4e8462d85",,
2021,"0ba0ad42864a66434f6ca02e26813360",,
2022,"f9102b2bf3300dabc6e8b152020ee579",,
2023,"4f73c68937be55792712e822bc383755",,
2024,"7ee88883ccca0b90bf269febbc9f9303",,
3668,"d18bd37f3d20845d1daba639da2884b3",,
2025,"fb0f9d155b4f6930f0ba0ada994c7e33",,
2026,"4c9a3554d846c3629b604fabe69029bd",,
2027,"b921be3d702d33d4c3b2ae3c673bdfc4",,
2028,"46ef9384a6d347aedafcc4326f81f65b",,
2029,"3d555d3f6072260556efe44d63ccefbd",,
2030,"a4ac2194c5c8900fcdd45e9b84ae51fe",,
2031,"1228e3ba79c80305b5a7e4a6a3034bf7",,
2032,"3b24bd3dca1e410e715f7dead4e25c70",,
2033,"bbd2f517c15c2be9b08e8461c686e482",,
2034,"09931bcf4b965dff8257406a681e842d",,
2035,"cf1516327ff5bfa7c4e5cee2d96c3ade",,
2036,"f4db25040979b12f276e2ee6b3f9b429",,
2037,"3415cee7b39f750adf861210b283eb93",,
2038,"fc31e4c032962819c0ab0cba2f1adea2",,
2039,"24df7737dcca136b89c1a72d047a9ade",,
2040,"c31b085578514c3c1b88e87720fda6b6",,
2041,"b1454c234a8dfce65171132d4183eae8",,
2042,"f17fa42b0a6f4027f640d82e3ae8613f",,
2043,"aefd9355cf9bfcbf82fa36a30bc4c5be",,
2044,"a7cf1c54e5a920ebba0307c7184cec9e",,
2045,"733842e344e9409a1e4a7c53b6a6e447",,
2046,"362e0a13372302ce865fd6044b8b9182",,
2047,"f64aa5810c9db869358125069afd97d4",,
2048,"bf53438aea4e9e9e7762e8bb877daf9e",,
2049,"02136957c2a46c8e926c2645e7aec085",,
2050,"0aa5786bd298eb7b458a63e9d70c3ffd",,
3669,"31aa0f3b9833d153bbe38b699855464f",,
2051,"84f85814f85891323690ac6d4c540bfa",,
2052,"c6e181e2fefe871659c76216d06d781c",,
2053,"849cc042617b01ce1e20a30c0666dea9",,
2054,"b3218206fed38211c5d43c2b21407745",,
2055,"38b4eaa8680295692d09eadf0422d044",,
2056,"d9e2e89d419ccda55a7d6d4c1a1ed3df",,
2057,"51db6a5faf21a28d27376c70025c5a5f",,
2058,"e65f501d2b95ec907d134060c0298fbf",,
2059,"833559d18f069a787e644491e9ebe4eb",,
2060,"ebc9450297f666e4e352023498e7f8b4",,
2061,"7267fad40563ed4ddc06e96d3edd2c0e",,
2062,"5c2c3c130b9faf3b73c73f706bb0bc75",,
2063,"2532435a7bdea31bcd7b5a7c2188a10c",,
2064,"e4a7adaf78a68ff635079d9480dce0f6",,
2065,"719db8b82f36bf13231c998e2661eb26",,
2066,"f715314fc741f8082c1dd235176fa7d9",,
2067,"cee85a5188392c5e76daa0a8842fbd90",,
2068,"dea0ac1e3ca37823f2c9021ed33d26ec",,
2069,"b1e1d7aa947c694362e0648d33252e9d",,
2070,"40f9696c6f3ba08d7d319ab50bc96ca1",,
2071,"94758115c9c00e7b2f22e9d05b185491",,
2072,"5c13b259f65482e6d59e14eba757442e",,
2073,"37e4a5f4a23afd54161c782d02b9f895",,
2074,"b9403c2f236cf524b102ee65b641a61e",,
2075,"76bcb08595bc5a45960d15725fe040ea",,
2076,"df1e0b081d8c3a423eda992417c81a00",,
2077,"50b50812c4c77bdbdbd47b29bbe966e6",,
2078,"8f824d0a87159799c3312eaa1337c90e",,
2079,"5a62225df559f7f760bbcc262e8e5661",,
2080,"4db680b605c3c8dcdc6b91c770e538d0",,
2081,"d11a1fec995d7368a78c2187d6acd10b",,
2082,"7bd7cb6bcf423d86271d32b3085b0679",,
2083,"f7bbdb95f5c66a5da7d460bee917ad91",,
2084,"5d4db943f4d9f41505de00b150584217",,
2085,"f536483f2f4436dac2ade3ec2b385b1e",,
2086,"1dd32e78325da6fb5a9aa8d197a9d6ad",,
2087,"9a7dadfacacd3c8717c7c76827a9cfb7",,
2088,"6b2d3595eddf5b682a5a02c22efca82b",,
2089,"092f81dd3116a62ea99b66482069eca1",,
2090,"c1cdb6fabf859c20562263fe51e1c26b",,
2091,"a85620c9bc2a61a7f299174d56b32138",,
2092,"371fb0e0cfbf0626738aa612a4d6168f",,
2093,"dd1bf229fc50d07fb47b70cc11f93780",,
2094,"8740d6d40384343aeb721c6cc0597b3d",,
2095,"9e0001fe7f6fe5ecc14f10090bbaa4b0",,
2096,"7a3180b17e5c30061ff2d6bd2f246d66",,
2097,"0e68f5434cc1cd8312d447ff35c96129",,
2098,"2f8616f8fbfacfa465f2828b2769f827",,
2099,"50992c4a564137c97748ac45ba8f18e2",,
2100,"9df9bbbab5208a483a07f4040d7e691b",,
2101,"785354ad9e8c3ba9b1abd2d42116e459",,
2102,"c8ea454e7d7896be6cba35266217b39b",,
2103,"7540c5cb46f487cf77237c3738d227cb",,
2104,"8aaed8d5c7e9c116f1d895362038b5a4",,
2105,"1f2d10459d586d002a81a54922387001",,
2106,"8efa9297027cd8e740158b50b2a8ad13",,
2107,"9bb821d7f21a4585d77df80d9bf178d2",,
2108,"e54811d7244b3fa81342eb74c7ae92f8",,
2109,"7ab10a16b75346dae3c35c33e093d6b2",,
2110,"5b64051bb10684be61bb6901be133b50",,
2111,"26d8b85e5cead3e9ab170413bc759819",,
2112,"67236a709712b4d036782e0fd2189ea9",,
2113,"55fb8608b158cd46f4a0653e6cbd7a9f",,
2114,"3174e5767344605b9aaccaf24b9f4170",,
2115,"36727ef2ed3926fc345331e4f37b1768",,
2116,"0e6cfa037a0bba614d9af29f6b3f1970",,
2117,"b7bc07d40ff6f3c3187a63fe61715c30",,
2118,"edc55c12562c263e62b3ace10e2aca96",,
2119,"d20da25a6caed529c89add69e6345c93",,
2120,"947095a319986636502c1baf2cb2f9b7",,
2121,"256343d398a046faad537001a22e7a7d",,
2122,"50be4e15a00a1f04b731eef8a5c392e5",,
2123,"3ced33846e938faf15931549c3218754",,
2124,"ebf7cda52fb1d18c250340da1763ff8a",,
2125,"951402bd9fce31bfb8c3c3c704bcd070",,
2126,"11bac7b081103b107663a72e4e05f198",,
2127,"6e51bf7a48ca0c57d83c7e7f5de45c59",,
2128,"b20b2aa8ecba9aa6f3c5b6cdddf817ac",,
3270,"41612ba398f5c3a6b60d30bfc2bb8494",,
2129,"e5a8d5e8ff7410b3b4eea5625efc0c21",,
2130,"458e202f87315f63a9c886eab0b9ea22",,
2131,"4cb70eab947c5678c1adb2de40a36c1f",,
2132,"e4050ecab7da3a22c86692618a2afc19",,
2133,"8f44a1d189b363c2906e79f82f0b2f24",,
2134,"5eba3409405959de33a16cba9e84ffa0",,
2135,"ebac41d0ab5ef3f652c25c22d415d9ce",,
2136,"c1f255357003ebfbb05dc04555aeac76",,
2137,"17b9898466687e787d186631b5ebb344",,
2138,"62dd181b3834b35c9c4ec03a2f75cee2",,
2139,"9ac4a2aab22b60788467b15b86d515d2",,
2140,"84d5a6dd11c77b8b9dadeb3cfa831f01",,
2141,"1de79c1c87058ef5e63f264a257dcfc0",,
2142,"9213205d3f5a14088534ef443bb6b1a1",,
2143,"6a0d30b2c2834577567681ac3b8051ba",,
2144,"1681731e27c357cdc3a27a31884d698c",,
2145,"cf752c58274ead2460bc37c0daf2b9ce",,
2146,"a1517c2472329472c62a8638c1351ec3",,
2147,"d07253a283e5420e49d7404bf14812c9",,
2148,"737d66cdb5dfd917bebd21b6dae093ef",,
2149,"2a999b611a67904678bafd7c10584bc1",,
2150,"ca2c3c2d76cca58f010e8f817fc72f58",,
2151,"f0dd4c612b9b2a6b35653cd7472fb609",,
2152,"2021d2150645a7d3becccbb8d9314b89",,
2153,"052a6d58fefa2aa6dab09d5c292a5cea",,
2154,"7e6d26e0d514c0be60fda61410c05c22",,
4163,"e26df61f20d1d99e9be4230b85c700e6",,
2155,"a0b726106a1927792dde92123b8bd595",,
2156,"b25f733657bc479032e4ebcded655ce4",,
2157,"8248eabecdf89929e9dc7d326a21c348",,
2158,"e36c24e3e7a24d31ad36fec96420925c",,
2159,"2f270b3dbcfb2e679e2ee136f5f95c2f",,
2160,"24f05ded8775cfadfcbf74d1bf8aadd2",,
2161,"debbb35fdb02ea95d6d59edb160ed713",,
2162,"dfd2da518a64b821066c05f635961600",,
2163,"f50ee2a5da5d0675fb82c9784dd2bd63",,
2164,"0f1b0eb4d16046c5eb63eda475de4233",,
2165,"2c67b2725f549ce3434413e2130a8789",,
2166,"e1b8e7779e1d05193a9789c65cef1823",,
2167,"c928287b2244dcf857aa2138f830f7c1",,
2168,"8d10d1f57638a0868c239e6278c58762",,
2169,"68765492a6fc2f83873aad5627eed000",,
2170,"73f651261439d29d1cec2c98cf4b231f",,
2171,"f5c602e20c1023051e968f305b58a007",,
2172,"0a306005989d14d04a2abf8d56ebb953",,
2173,"2a7559c214d0237676ba4df996a434e6",,
2174,"3367ada7c7ed07182df0f81010d0814b",,
2175,"ab5fc754727d2c7ed516f75116668fa2",,
2176,"b8298bdffb8ab9bb3e5db40e496af510",,
2177,"dd557e32c4de749eed24e5fd090a39be",,
2178,"fbbb7ef5bc840869d799bf9004900a01",,
2179,"31e2d70aa60ebb7ede9868b7a2e55274",,
2180,"a5e39a26df94306b3ec22e2b98c82869",,
2181,"c3c691a3df4b046e1c36eb571384a924",,
2344,"c6153cb26c905387bc6a95ab9b658778","nordic",
2182,"936c13b97fa240264a4759690faefaef",,
