id,gdma_basic_blocks,gdma_coverage,gdma_crashes,gdma_crash_total,multifuzz_basic_blocks,multifuzz_coverage,multifuzz_crashes,multifuzz_crash_total,hoedur_basic_blocks,hoedur_coverage,hoedur_crashes,hoedur_crash_total
2349,64,0.0149,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,61,0.0143,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0141,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
2350,59,0.0088,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,57,0.0084,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,18,0.0087,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",0
2351,59,0.0095,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,57,0.0091,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,19,0.0094,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",0
2353,59,0.0089,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,57,0.0085,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,15,0.0088,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",0
2354,59,0.0095,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,57,0.0091,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,16,0.0094,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",0
2356,105,0.0222,"{""UR"": 24, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",24,105,0.0218,"{""UR"": 0, ""UW"": 0, ""RV"": 8, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",9,67,0.0219,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 0, ""Other"": 17}",35
2357,,,,,82,0.0158,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
2358,179,0.0361,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,178,0.0348,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,25,0.0353,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 20, ""Other"": 0}",0
2359,116,0.0080,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,114,0.0078,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0077,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
2360,200,0.0412,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,198,0.0399,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0403,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
2381,220,0.0842,"{""UR"": 15, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",15,213,0.0754,"{""UR"": 0, ""UW"": 0, ""RV"": 3, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",4,24,0.0787,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 9, ""Other"": 6}",9
2389,171,0.0485,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,171,0.0462,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,32,0.0465,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 14, ""Other"": 0}",0
2390,171,0.0485,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,171,0.0462,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,39,0.0465,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 11, ""Other"": 0}",0
2391,171,0.0485,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,171,0.0462,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,42,0.0465,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 12, ""Other"": 0}",0
2396,551,0.1045,"{""UR"": 36, ""UW"": 0, ""RV"": 0, ""UF"": 66, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",102,532,0.0916,"{""UR"": 4, ""UW"": 2, ""RV"": 0, ""UF+EV"": 3, ""WV"": 0, ""UI"": 0, ""Timeout"": 10, ""Other"": 0}",19,302,0.0976,"{""UR+UW+RV+UF+EV"": 23, ""WV"": 0, ""Hang"": 9, ""Other"": 4}",101
2397,532,0.0943,"{""UR"": 374, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",374,524,0.0850,"{""UR"": 0, ""UW"": 0, ""RV"": 20, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",21,403,0.0870,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 96, ""Other"": 14}",199
2402,146,0.0263,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,152,0.0266,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,6,0.0271,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 4, ""Other"": 0}",0
2406,,,,,85,0.0108,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,36,0.0486,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 10, ""Other"": 0}",0
2407,,,,,47,0.0055,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,46,0.0136,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 23, ""Other"": 0}",0
2408,,,,,47,0.0055,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,50,0.0137,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 24, ""Other"": 0}",0
2409,,,,,45,0.0059,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,92,0.0658,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 38, ""Other"": 0}",0
2412,508,0.0382,"{""UR"": 1368, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",1368,589,0.0422,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 4, ""Other"": 0}",5,262,0.0427,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",96
2414,127,0.0201,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,123,0.0192,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,12,0.0197,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 10, ""Other"": 0}",0
2418,159,0.0196,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 160, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",160,157,0.0190,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 1, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",2,113,0.0195,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 31, ""Other"": 1}",53
2419,1117,0.1029,"{""UR"": 64, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",64,1304,0.1072,"{""UR"": 0, ""UW"": 0, ""RV"": 69, ""UF+EV"": 0, ""WV"": 0, ""UI"": 1, ""Timeout"": 2, ""Other"": 0}",72,943,0.1114,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 75, ""Other"": 10}",406
2421,848,0.0766,"{""UR"": 1407, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",1407,811,0.0682,"{""UR"": 6, ""UW"": 0, ""RV"": 33, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",39,798,0.1341,"{""UR+UW+RV+UF+EV"": 5, ""WV"": 0, ""Hang"": 4, ""Other"": 7}",402
2433,95,0.0066,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,97,0.0067,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,11,0.0066,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 9, ""Other"": 0}",0
2434,95,0.0066,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,97,0.0067,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,10,0.0066,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 7, ""Other"": 0}",0
2435,96,0.0066,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,97,0.0066,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,10,0.0066,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 8, ""Other"": 0}",0
2436,95,0.0064,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,97,0.0065,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,10,0.0067,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 6, ""Other"": 0}",0
2437,95,0.0064,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,97,0.0065,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,10,0.0067,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 7, ""Other"": 0}",0
2440,95,0.0069,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,97,0.0070,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,10,0.0069,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 8, ""Other"": 0}",0
2441,97,0.0066,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,97,0.0066,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,11,0.0066,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 6, ""Other"": 0}",0
2442,95,0.0066,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,97,0.0067,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,10,0.0066,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 8, ""Other"": 0}",0
2453,156,0.0152,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,153,0.0147,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0150,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
2454,457,0.0436,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,321,0.0298,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,18,0.0305,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 13, ""Other"": 0}",0
2455,,,,,569,0.0708,"{""UR"": 0, ""UW"": 0, ""RV"": 36, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",37,665,0.0745,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 101, ""Other"": 79}",252
2456,,,,,569,0.0710,"{""UR"": 0, ""UW"": 0, ""RV"": 29, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 2, ""Other"": 0}",31,599,0.0743,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 94, ""Other"": 70}",251
2457,,,,,570,0.0692,"{""UR"": 0, ""UW"": 0, ""RV"": 33, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 2, ""Other"": 0}",35,608,0.0723,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 94, ""Other"": 66}",240
2458,,,,,570,0.0690,"{""UR"": 0, ""UW"": 0, ""RV"": 36, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 2, ""Other"": 0}",38,614,0.0721,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 108, ""Other"": 62}",248
2459,,,,,570,0.0713,"{""UR"": 0, ""UW"": 0, ""RV"": 37, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",38,663,0.0744,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 113, ""Other"": 58}",276
2460,,,,,570,0.0704,"{""UR"": 0, ""UW"": 0, ""RV"": 18, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",19,608,0.0737,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 103, ""Other"": 120}",181
2461,,,,,569,0.0689,"{""UR"": 0, ""UW"": 0, ""RV"": 31, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",32,579,0.0721,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 119, ""Other"": 81}",215
2462,,,,,570,0.0678,"{""UR"": 0, ""UW"": 0, ""RV"": 38, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 2, ""Other"": 0}",40,595,0.0708,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 109, ""Other"": 67}",223
2463,,,,,570,0.0701,"{""UR"": 0, ""UW"": 0, ""RV"": 20, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 2, ""Other"": 0}",22,654,0.0736,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 126, ""Other"": 59}",263
2464,,,,,570,0.0688,"{""UR"": 0, ""UW"": 0, ""RV"": 33, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 2, ""Other"": 0}",35,556,0.0726,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 105, ""Other"": 77}",204
2465,,,,,44,0.0091,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
2474,,,,,126,0.0650,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0677,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
2475,,,,,126,0.0650,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0682,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
2478,263,0.0464,"{""UR"": 59, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",59,297,0.0498,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",1,41,0.0522,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",20
2480,79,0.0100,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,79,0.0099,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0099,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
2481,455,0.2202,"{""UR"": 270, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",270,434,0.1736,"{""UR"": 0, ""UW"": 0, ""RV"": 4, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",5,309,0.1894,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 127, ""Other"": 9}",125
2504,52,0.0122,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,53,0.0123,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,138,0.1509,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 53, ""Other"": 0}",0
2505,310,0.0348,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,300,0.0326,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0330,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
2506,493,0.0987,"{""UR"": 73, ""UW"": 60, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",133,550,0.0992,"{""UR"": 0, ""UW"": 0, ""RV"": 2, ""UF+EV"": 0, ""WV"": 0, ""UI"": 1, ""Timeout"": 1, ""Other"": 0}",4,244,0.1040,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 86, ""Other"": 9}",110
2531,,,,,169,0.0065,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,24,0.0068,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",0
2532,,,,,165,0.0075,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,21,0.0078,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",0
2533,,,,,165,0.0072,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,18,0.0074,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",0
2535,,,,,165,0.0071,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,17,0.0073,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",0
2536,,,,,94,0.0035,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,20,0.0036,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",0
2537,,,,,94,0.0035,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,18,0.0036,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",0
2538,,,,,165,0.0070,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,22,0.0072,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",0
2539,,,,,165,0.0071,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,20,0.0074,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",0
2540,,,,,165,0.0073,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,22,0.0075,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",0
2545,216,0.0261,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,204,0.0241,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,7,0.0249,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 4, ""Other"": 0}",0
2549,,,,,511,0.0549,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",0,341,0.0883,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 2, ""Other"": 0}",0
2550,,,,,558,0.0587,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",0,370,0.0859,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 4, ""Other"": 0}",0
2551,,,,,508,0.0536,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",0,392,0.0862,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 3, ""Other"": 0}",0
2552,,,,,520,0.0549,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",0,365,0.0871,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 4, ""Other"": 0}",0
2553,,,,,736,0.0761,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",0,350,0.0863,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 2, ""Other"": 0}",0
