id,crash_input,input_file,max_score,verdict,firmrca_result
3621,"id:000046,sig:11,src:000232+000075,op:splice,rep:4","main001/fuzzers/fuzzer1/crashes/id:000046,sig:11,src:000232+000075,op:splice,rep:4",197,success,"{""candidates"": [{""addr"": ""0x80021be"", ""score"": 197}, {""addr"": ""0x80010aa"", ""score"": 100}, {""addr"": ""0x8003406"", ""score"": 99}, {""addr"": ""0x8003404"", ""score"": 99}, {""addr"": ""0x8003400"", ""score"": 99}, {""addr"": ""0x80033fe"", ""score"": 99}, {""addr"": ""0x80033fa"", ""score"": 99}, {""addr"": ""0x8003328"", ""score"": 99}, {""addr"": ""0x800331c"", ""score"": 99}, {""addr"": ""0x800331a"", ""score"": 99}, {""addr"": ""0x8003304"", ""score"": 99}, {""addr"": ""0x80032fe"", ""score"": 99}, {""addr"": ""0x80032ec"", ""score"": 99}, {""addr"": ""0x800327e"", ""score"": 99}, {""addr"": ""0x8003258"", ""score"": 99}, {""addr"": ""0x80021ac"", ""score"": 99}, {""addr"": ""0x80021a4"", ""score"": 99}, {""addr"": ""0x80021be"", ""score"": 97}, {""addr"": ""0x80021be"", ""score"": 97}]}"
3621,"id:000073,sig:11,src:000270+000295,op:splice,rep:16","main001/fuzzers/fuzzer1/crashes/id:000073,sig:11,src:000270+000295,op:splice,rep:16",100,success,"{""candidates"": [{""addr"": ""0x8003682"", ""score"": 100}, {""addr"": ""0x80036bc"", ""score"": 99}, {""addr"": ""0x80036ba"", ""score"": 99}, {""addr"": ""0x80036b8"", ""score"": 99}, {""addr"": ""0x8003692"", ""score"": 99}]}"
3621,"id:000053,sig:11,src:000232+000301,op:splice,rep:2","main001/fuzzers/fuzzer1/crashes/id:000053,sig:11,src:000232+000301,op:splice,rep:2",100,success,"{""candidates"": [{""addr"": ""0x8003682"", ""score"": 100}, {""addr"": ""0x8003710"", ""score"": 99}, {""addr"": ""0x800370e"", ""score"": 99}, {""addr"": ""0x800370c"", ""score"": 99}, {""addr"": ""0x800370a"", ""score"": 99}, {""addr"": ""0x8003692"", ""score"": 99}]}"
3621,"id:000040,sig:11,src:000211+000253,op:splice,rep:2","main001/fuzzers/fuzzer1/crashes/id:000040,sig:11,src:000211+000253,op:splice,rep:2",100,success,"{""candidates"": [{""addr"": ""0x8003682"", ""score"": 100}, {""addr"": ""0x800373e"", ""score"": 99}, {""addr"": ""0x800373c"", ""score"": 99}, {""addr"": ""0x800373a"", ""score"": 99}, {""addr"": ""0x8003738"", ""score"": 99}, {""addr"": ""0x8003692"", ""score"": 99}]}"
3621,"id:000077,sig:11,src:000276,op:havoc,rep:16","main001/fuzzers/fuzzer1/crashes/id:000077,sig:11,src:000276,op:havoc,rep:16",100,success,"{""candidates"": [{""addr"": ""0x80037de"", ""score"": 100}, {""addr"": ""0x80037ea"", ""score"": 99}, {""addr"": ""0x80037e6"", ""score"": 99}, {""addr"": ""0x80037e4"", ""score"": 99}]}"
3621,"id:000031,sig:11,src:000211+000074,op:splice,rep:16","main001/fuzzers/fuzzer1/crashes/id:000031,sig:11,src:000211+000074,op:splice,rep:16",100,success,"{""candidates"": [{""addr"": ""0x8003682"", ""score"": 100}, {""addr"": ""0x80039fc"", ""score"": 99}, {""addr"": ""0x80039f8"", ""score"": 99}, {""addr"": ""0x80039f6"", ""score"": 99}, {""addr"": ""0x80039f2"", ""score"": 99}, {""addr"": ""0x80039f0"", ""score"": 99}, {""addr"": ""0x80039ec"", ""score"": 99}, {""addr"": ""0x80036d8"", ""score"": 99}, {""addr"": ""0x8003692"", ""score"": 99}, {""addr"": ""0x8003686"", ""score"": 99}]}"
3621,"id:000025,sig:11,src:000211+000074,op:splice,rep:4","main001/fuzzers/fuzzer1/crashes/id:000025,sig:11,src:000211+000074,op:splice,rep:4",100,success,"{""candidates"": [{""addr"": ""0x8003682"", ""score"": 100}, {""addr"": ""0x80039fc"", ""score"": 99}, {""addr"": ""0x80039f8"", ""score"": 99}, {""addr"": ""0x80039f6"", ""score"": 99}, {""addr"": ""0x80039f2"", ""score"": 99}, {""addr"": ""0x80039f0"", ""score"": 99}, {""addr"": ""0x80039ec"", ""score"": 99}, {""addr"": ""0x8003732"", ""score"": 99}, {""addr"": ""0x8003692"", ""score"": 99}]}"
3621,"id:000061,sig:04,src:000238+000312,op:splice,rep:8","main001/fuzzers/fuzzer1/crashes/id:000061,sig:04,src:000238+000312,op:splice,rep:8",197,success,"{""candidates"": [{""addr"": ""0x80021be"", ""score"": 197}, {""addr"": ""0x80010aa"", ""score"": 100}, {""addr"": ""0x8003424"", ""score"": 99}, {""addr"": ""0x8003422"", ""score"": 99}, {""addr"": ""0x8003420"", ""score"": 99}, {""addr"": ""0x800341c"", ""score"": 99}, {""addr"": ""0x800341a"", ""score"": 99}, {""addr"": ""0x8003328"", ""score"": 99}, {""addr"": ""0x800331c"", ""score"": 99}, {""addr"": ""0x800331a"", ""score"": 99}, {""addr"": ""0x8003304"", ""score"": 99}, {""addr"": ""0x80032fe"", ""score"": 99}, {""addr"": ""0x80032f8"", ""score"": 99}, {""addr"": ""0x8003252"", ""score"": 99}, {""addr"": ""0x80021ac"", ""score"": 99}, {""addr"": ""0x80021a4"", ""score"": 99}, {""addr"": ""0x80021be"", ""score"": 97}, {""addr"": ""0x80021be"", ""score"": 97}]}"
3621,"id:000080,sig:04,src:000281+000272,op:splice,rep:4","main001/fuzzers/fuzzer1/crashes/id:000080,sig:04,src:000281+000272,op:splice,rep:4",197,success,"{""candidates"": [{""addr"": ""0x80021be"", ""score"": 197}, {""addr"": ""0x80010aa"", ""score"": 100}, {""addr"": ""0x8003424"", ""score"": 99}, {""addr"": ""0x8003422"", ""score"": 99}, {""addr"": ""0x8003420"", ""score"": 99}, {""addr"": ""0x800341c"", ""score"": 99}, {""addr"": ""0x800341a"", ""score"": 99}, {""addr"": ""0x8003328"", ""score"": 99}, {""addr"": ""0x800331c"", ""score"": 99}, {""addr"": ""0x800331a"", ""score"": 99}, {""addr"": ""0x80032f8"", ""score"": 99}, {""addr"": ""0x80032f2"", ""score"": 99}, {""addr"": ""0x80032ec"", ""score"": 99}, {""addr"": ""0x800327e"", ""score"": 99}, {""addr"": ""0x8003252"", ""score"": 99}, {""addr"": ""0x80021ac"", ""score"": 99}, {""addr"": ""0x80021a4"", ""score"": 99}, {""addr"": ""0x80021be"", ""score"": 97}, {""addr"": ""0x80021be"", ""score"": 97}]}"
3621,"id:000083,sig:11,src:000287,op:havoc,rep:4","main001/fuzzers/fuzzer1/crashes/id:000083,sig:11,src:000287,op:havoc,rep:4",100,success,"{""candidates"": [{""addr"": ""0x8005290"", ""score"": 100}, {""addr"": ""0x8005292"", ""score"": 99}]}"
3643,"id:000349,sig:11,src:000007,op:havoc,rep:128","main006/fuzzers/fuzzer1/crashes/id:000349,sig:11,src:000007,op:havoc,rep:128",100,success,"{""candidates"": [{""addr"": ""0x800cf8a"", ""score"": 100}, {""addr"": ""0x800a3dc"", ""score"": 99}, {""addr"": ""0x800a2e2"", ""score"": 99}, {""addr"": ""0x800a1f8"", ""score"": 99}]}"
3643,"id:000726,sig:11,src:002040,op:havoc,rep:32","main003/fuzzers/fuzzer1/crashes/id:000726,sig:11,src:002040,op:havoc,rep:32",100,success,"{""candidates"": [{""addr"": ""0x80078b6"", ""score"": 100}, {""addr"": ""0x8009962"", ""score"": 99}, {""addr"": ""0x80098f2"", ""score"": 99}]}"
5170,"id:000005,sig:11,src:000000,op:havoc,rep:2","main003/fuzzers/fuzzer1/crashes/id:000005,sig:11,src:000000,op:havoc,rep:2",100,success,"{""candidates"": [{""addr"": ""0x3cb0"", ""score"": 100}, {""addr"": ""0x3cb2"", ""score"": 99}]}"
5170,"id:000025,sig:11,src:000000+000020,op:splice,rep:8","main003/fuzzers/fuzzer1/crashes/id:000025,sig:11,src:000000+000020,op:splice,rep:8",100,success,"{""candidates"": [{""addr"": ""0x3cb0"", ""score"": 100}, {""addr"": ""0x3cb2"", ""score"": 99}]}"
5170,"id:000047,sig:11,src:000000+000535,op:splice,rep:128","main002/fuzzers/fuzzer1/crashes/id:000047,sig:11,src:000000+000535,op:splice,rep:128",100,success,"{""candidates"": [{""addr"": ""0x3cb0"", ""score"": 100}, {""addr"": ""0x3cb2"", ""score"": 99}]}"
5848,"id:000124,sig:11,src:000525,op:havoc,rep:2","main002/fuzzers/fuzzer1/crashes/id:000124,sig:11,src:000525,op:havoc,rep:2",,failed,"{""candidates"": []}"
5848,"id:000140,sig:11,src:000523,op:havoc,rep:4","main002/fuzzers/fuzzer1/crashes/id:000140,sig:11,src:000523,op:havoc,rep:4",,failed,"{""candidates"": []}"
5848,"id:000121,sig:11,src:000519,op:havoc,rep:4","main002/fuzzers/fuzzer1/crashes/id:000121,sig:11,src:000519,op:havoc,rep:4",,failed,"{""candidates"": []}"
5848,"id:000099,sig:11,src:000447+000437,op:splice,rep:4","main002/fuzzers/fuzzer1/crashes/id:000099,sig:11,src:000447+000437,op:splice,rep:4",,failed,"{""candidates"": []}"
5848,"id:000122,sig:11,src:000525,op:havoc,rep:2","main002/fuzzers/fuzzer1/crashes/id:000122,sig:11,src:000525,op:havoc,rep:2",,failed,"{""candidates"": []}"
5848,"id:000125,sig:11,src:000525,op:havoc,rep:4","main002/fuzzers/fuzzer1/crashes/id:000125,sig:11,src:000525,op:havoc,rep:4",,failed,"{""candidates"": []}"
5848,"id:000097,sig:11,src:000433,op:havoc,rep:16","main002/fuzzers/fuzzer1/crashes/id:000097,sig:11,src:000433,op:havoc,rep:16",,failed,"{""candidates"": []}"
5848,"id:000091,sig:11,src:000389,op:havoc,rep:4","main002/fuzzers/fuzzer1/crashes/id:000091,sig:11,src:000389,op:havoc,rep:4",,failed,"{""candidates"": []}"
5848,"id:000117,sig:11,src:000509,op:havoc,rep:4","main002/fuzzers/fuzzer1/crashes/id:000117,sig:11,src:000509,op:havoc,rep:4",,failed,"{""candidates"": []}"
5848,"id:000079,sig:11,src:000266+000297,op:splice,rep:4","main002/fuzzers/fuzzer1/crashes/id:000079,sig:11,src:000266+000297,op:splice,rep:4",199,success,"{""candidates"": [{""addr"": ""0x1e138"", ""score"": 199}, {""addr"": ""0x1b218"", ""score"": 100}, {""addr"": ""0x1e7b2"", ""score"": 99}, {""addr"": ""0x1e7ac"", ""score"": 99}, {""addr"": ""0x1e100"", ""score"": 99}]}"
5848,"id:000078,sig:11,src:000266+000301,op:splice,rep:16","main002/fuzzers/fuzzer1/crashes/id:000078,sig:11,src:000266+000301,op:splice,rep:16",,failed,"{""candidates"": []}"
5848,"id:000143,sig:11,src:000423+000355,op:splice,rep:4","main002/fuzzers/fuzzer1/crashes/id:000143,sig:11,src:000423+000355,op:splice,rep:4",,failed,"{""candidates"": []}"
5848,"id:000073,sig:11,src:000132+000266,op:splice,rep:2","main002/fuzzers/fuzzer1/crashes/id:000073,sig:11,src:000132+000266,op:splice,rep:2",,failed,"{""candidates"": []}"
5848,"id:000131,sig:11,src:000298,op:havoc,rep:4","main002/fuzzers/fuzzer1/crashes/id:000131,sig:11,src:000298,op:havoc,rep:4",,failed,"{""candidates"": []}"
5848,"id:000104,sig:11,src:000472,op:havoc,rep:8","main002/fuzzers/fuzzer1/crashes/id:000104,sig:11,src:000472,op:havoc,rep:8",,failed,"{""candidates"": []}"
5848,"id:000095,sig:11,src:000418+000334,op:splice,rep:8","main002/fuzzers/fuzzer1/crashes/id:000095,sig:11,src:000418+000334,op:splice,rep:8",199,success,"{""candidates"": [{""addr"": ""0x1e13c"", ""score"": 199}, {""addr"": ""0x1b218"", ""score"": 100}, {""addr"": ""0x1e7ec"", ""score"": 99}, {""addr"": ""0x1e7e6"", ""score"": 99}, {""addr"": ""0x1e100"", ""score"": 99}]}"
5848,"id:000163,sig:11,src:000709+000546,op:splice,rep:4","main002/fuzzers/fuzzer1/crashes/id:000163,sig:11,src:000709+000546,op:splice,rep:4",199,success,"{""candidates"": [{""addr"": ""0x1e13c"", ""score"": 199}, {""addr"": ""0x1b218"", ""score"": 100}, {""addr"": ""0x1e7ec"", ""score"": 99}, {""addr"": ""0x1e7e6"", ""score"": 99}, {""addr"": ""0x1e100"", ""score"": 99}]}"
5848,"id:000080,sig:11,src:000297+000347,op:splice,rep:2","main002/fuzzers/fuzzer1/crashes/id:000080,sig:11,src:000297+000347,op:splice,rep:2",,failed,"{""candidates"": []}"
5848,"id:000123,sig:11,src:000525,op:havoc,rep:4","main002/fuzzers/fuzzer1/crashes/id:000123,sig:11,src:000525,op:havoc,rep:4",,failed,"{""candidates"": []}"
5848,"id:000077,sig:11,src:000244+000324,op:splice,rep:8","main002/fuzzers/fuzzer1/crashes/id:000077,sig:11,src:000244+000324,op:splice,rep:8",,failed,"{""candidates"": []}"
5848,"id:000168,sig:11,src:000420+000433,op:splice,rep:2","main002/fuzzers/fuzzer1/crashes/id:000168,sig:11,src:000420+000433,op:splice,rep:2",,failed,"{""candidates"": []}"
5848,"id:000155,sig:11,src:000377+000617,op:splice,rep:16","main002/fuzzers/fuzzer1/crashes/id:000155,sig:11,src:000377+000617,op:splice,rep:16",,failed,"{""candidates"": []}"
5848,"id:000081,sig:11,src:000311+000338,op:splice,rep:16","main002/fuzzers/fuzzer1/crashes/id:000081,sig:11,src:000311+000338,op:splice,rep:16",,failed,"{""candidates"": []}"
5848,"id:000170,sig:11,src:000728,op:havoc,rep:2","main002/fuzzers/fuzzer1/crashes/id:000170,sig:11,src:000728,op:havoc,rep:2",199,success,"{""candidates"": [{""addr"": ""0x1e13a"", ""score"": 199}, {""addr"": ""0x1b218"", ""score"": 100}, {""addr"": ""0x1e7ce"", ""score"": 99}, {""addr"": ""0x1e7c4"", ""score"": 99}, {""addr"": ""0x1e100"", ""score"": 99}]}"
5848,"id:000130,sig:11,src:000535,op:havoc,rep:16","main002/fuzzers/fuzzer1/crashes/id:000130,sig:11,src:000535,op:havoc,rep:16",,failed,"{""candidates"": []}"
5848,"id:000171,sig:11,src:000377,op:havoc,rep:8","main002/fuzzers/fuzzer1/crashes/id:000171,sig:11,src:000377,op:havoc,rep:8",,failed,"{""candidates"": []}"
5848,"id:000151,sig:11,src:000608+000614,op:splice,rep:4","main002/fuzzers/fuzzer1/crashes/id:000151,sig:11,src:000608+000614,op:splice,rep:4",199,success,"{""candidates"": [{""addr"": ""0x1e13a"", ""score"": 199}, {""addr"": ""0x1b218"", ""score"": 100}, {""addr"": ""0x1e7ce"", ""score"": 99}, {""addr"": ""0x1e7c4"", ""score"": 99}, {""addr"": ""0x1e100"", ""score"": 99}]}"
5848,"id:000142,sig:11,src:000362,op:havoc,rep:8","main002/fuzzers/fuzzer1/crashes/id:000142,sig:11,src:000362,op:havoc,rep:8",,failed,"{""candidates"": []}"
5848,"id:000148,sig:11,src:000244,op:havoc,rep:16","main002/fuzzers/fuzzer1/crashes/id:000148,sig:11,src:000244,op:havoc,rep:16",,failed,"{""candidates"": []}"
5848,"id:000141,sig:11,src:000265+000371,op:splice,rep:16","main002/fuzzers/fuzzer1/crashes/id:000141,sig:11,src:000265+000371,op:splice,rep:16",199,success,"{""candidates"": [{""addr"": ""0x1e13a"", ""score"": 199}, {""addr"": ""0x1b218"", ""score"": 100}, {""addr"": ""0x1e7ce"", ""score"": 99}, {""addr"": ""0x1e7c4"", ""score"": 99}, {""addr"": ""0x1e100"", ""score"": 99}]}"
5848,"id:000120,sig:11,src:000518,op:havoc,rep:4","main002/fuzzers/fuzzer1/crashes/id:000120,sig:11,src:000518,op:havoc,rep:4",,failed,"{""candidates"": []}"
5848,"id:000114,sig:11,src:000508,op:havoc,rep:8","main002/fuzzers/fuzzer1/crashes/id:000114,sig:11,src:000508,op:havoc,rep:8",,failed,"{""candidates"": []}"
5848,"id:000113,sig:11,src:000002+000436,op:splice,rep:4","main002/fuzzers/fuzzer1/crashes/id:000113,sig:11,src:000002+000436,op:splice,rep:4",,failed,"{""candidates"": []}"
5848,"id:000119,sig:11,src:000513,op:havoc,rep:4","main002/fuzzers/fuzzer1/crashes/id:000119,sig:11,src:000513,op:havoc,rep:4",,failed,"{""candidates"": []}"
5848,"id:000115,sig:11,src:000509,op:havoc,rep:4","main002/fuzzers/fuzzer1/crashes/id:000115,sig:11,src:000509,op:havoc,rep:4",,failed,"{""candidates"": []}"
5848,"id:000087,sig:11,src:000384,op:havoc,rep:32","main002/fuzzers/fuzzer1/crashes/id:000087,sig:11,src:000384,op:havoc,rep:32",199,success,"{""candidates"": [{""addr"": ""0x1e138"", ""score"": 199}, {""addr"": ""0x1b218"", ""score"": 100}, {""addr"": ""0x1e7b2"", ""score"": 99}, {""addr"": ""0x1e7ac"", ""score"": 99}, {""addr"": ""0x1e100"", ""score"": 99}]}"
5848,"id:000088,sig:11,src:000387,op:havoc,rep:4","main002/fuzzers/fuzzer1/crashes/id:000088,sig:11,src:000387,op:havoc,rep:4",,failed,"{""candidates"": []}"
5848,"id:000089,sig:11,src:000389,op:havoc,rep:8","main002/fuzzers/fuzzer1/crashes/id:000089,sig:11,src:000389,op:havoc,rep:8",,failed,"{""candidates"": []}"
8174,"id:000282,sig:11,src:000465+000757,op:splice,rep:2","main001/fuzzers/fuzzer1/crashes/id:000282,sig:11,src:000465+000757,op:splice,rep:2",,failed,"{""candidates"": []}"
8541,"id:000021,sig:11,src:000088+000598,op:splice,rep:32","main002/fuzzers/fuzzer1/crashes/id:000021,sig:11,src:000088+000598,op:splice,rep:32",100,success,"{""candidates"": [{""addr"": ""0x8004f50"", ""score"": 100}, {""addr"": ""0x80026f6"", ""score"": 99}, {""addr"": ""0x80026ea"", ""score"": 99}, {""addr"": ""0x800281c"", ""score"": 99}, {""addr"": ""0x80027a8"", ""score"": 99}]}"
8541,"id:000140,sig:11,src:000000+000292,op:splice,rep:128","main003/fuzzers/fuzzer1/crashes/id:000140,sig:11,src:000000+000292,op:splice,rep:128",100,success,"{""candidates"": [{""addr"": ""0x80027ec"", ""score"": 100}, {""addr"": ""0x80026f6"", ""score"": 99}, {""addr"": ""0x80026ea"", ""score"": 99}]}"
10040,"id:000056,sig:11,src:000566,op:havoc,rep:16","main001/fuzzers/fuzzer1/crashes/id:000056,sig:11,src:000566,op:havoc,rep:16",,failed,"{""candidates"": []}"
11783,"id:000016,sig:11,src:000001+000006,op:splice,rep:128","main003/fuzzers/fuzzer1/crashes/id:000016,sig:11,src:000001+000006,op:splice,rep:128",100,success,"{""candidates"": [{""addr"": ""0x5486"", ""score"": 100}]}"
11783,"id:000019,sig:11,src:000012,op:havoc,rep:32","main003/fuzzers/fuzzer1/crashes/id:000019,sig:11,src:000012,op:havoc,rep:32",199,success,"{""candidates"": [{""addr"": ""0x36b6"", ""score"": 199}, {""addr"": ""0x3c88"", ""score"": 100}, {""addr"": ""0x4498"", ""score"": 99}, {""addr"": ""0x367e"", ""score"": 99}, {""addr"": ""0x367a"", ""score"": 99}, {""addr"": ""0x36b4"", ""score"": 99}]}"
17572,"id:000057,sig:11,src:000004,op:havoc,rep:32","main002/fuzzers/fuzzer1/crashes/id:000057,sig:11,src:000004,op:havoc,rep:32",199,success,"{""candidates"": [{""addr"": ""0x800107c"", ""score"": 199}, {""addr"": ""0x800299c"", ""score"": 99}, {""addr"": ""0x800120a"", ""score"": 99}, {""addr"": ""0x8001204"", ""score"": 99}, {""addr"": ""0x8001200"", ""score"": 99}, {""addr"": ""0x8001078"", ""score"": 99}, {""addr"": ""0x8001076"", ""score"": 99}, {""addr"": ""0x8001074"", ""score"": 99}, {""addr"": ""0x8001070"", ""score"": 99}, {""addr"": ""0x800106e"", ""score"": 99}, {""addr"": ""0x800105e"", ""score"": 99}, {""addr"": ""0x8001020"", ""score"": 99}, {""addr"": ""0x8001028"", ""score"": 99}, {""addr"": ""0x8001052"", ""score"": 99}, {""addr"": ""0x8000a04"", ""score"": 99}, {""addr"": ""0x8003b66"", ""score"": 99}, {""addr"": ""0x8003b66"", ""score"": 99}]}"
17985,"id:000278,sig:11,src:001068,op:havoc,rep:64","main003/fuzzers/fuzzer1/crashes/id:000278,sig:11,src:001068,op:havoc,rep:64",100,success,"{""candidates"": [{""addr"": ""0x41b8"", ""score"": 100}]}"
17985,"id:000462,sig:11,src:001783+000673,op:splice,rep:32","main004/fuzzers/fuzzer1/crashes/id:000462,sig:11,src:001783+000673,op:splice,rep:32",199,success,"{""candidates"": [{""addr"": ""0x3112"", ""score"": 199}, {""addr"": ""0x382a"", ""score"": 100}, {""addr"": ""0x2ba8"", ""score"": 99}, {""addr"": ""0x2ba6"", ""score"": 99}, {""addr"": ""0x30e4"", ""score"": 98}, {""addr"": ""0x30e4"", ""score"": 98}, {""addr"": ""0x3114"", ""score"": 97}, {""addr"": ""0x3114"", ""score"": 97}, {""addr"": ""0x3114"", ""score"": 97}, {""addr"": ""0x3114"", ""score"": 97}]}"
17985,"id:000253,sig:11,src:001003+001209,op:splice,rep:8","main003/fuzzers/fuzzer1/crashes/id:000253,sig:11,src:001003+001209,op:splice,rep:8",100,success,"{""candidates"": [{""addr"": ""0x310e"", ""score"": 100}, {""addr"": ""0x3110"", ""score"": 99}]}"
17985,"id:000080,sig:11,src:000013,op:havoc,rep:32","main004/fuzzers/fuzzer1/crashes/id:000080,sig:11,src:000013,op:havoc,rep:32",100,success,"{""candidates"": [{""addr"": ""0x310e"", ""score"": 100}, {""addr"": ""0x3110"", ""score"": 99}]}"
17985,"id:000374,sig:11,src:001465+001401,op:splice,rep:16","main003/fuzzers/fuzzer1/crashes/id:000374,sig:11,src:001465+001401,op:splice,rep:16",100,success,"{""candidates"": [{""addr"": ""0x39fa"", ""score"": 100}, {""addr"": ""0x39fc"", ""score"": 99}]}"
17985,"id:000279,sig:11,src:000170+001214,op:splice,rep:32","main004/fuzzers/fuzzer1/crashes/id:000279,sig:11,src:000170+001214,op:splice,rep:32",100,success,"{""candidates"": [{""addr"": ""0x310e"", ""score"": 100}, {""addr"": ""0x3110"", ""score"": 99}]}"
17985,"id:000355,sig:11,src:001417,op:havoc,rep:8","main003/fuzzers/fuzzer1/crashes/id:000355,sig:11,src:001417,op:havoc,rep:8",100,success,"{""candidates"": [{""addr"": ""0x39fa"", ""score"": 100}, {""addr"": ""0x39fc"", ""score"": 99}]}"
17985,"id:000116,sig:11,src:000038,op:havoc,rep:64","main004/fuzzers/fuzzer1/crashes/id:000116,sig:11,src:000038,op:havoc,rep:64",100,success,"{""candidates"": [{""addr"": ""0x275a"", ""score"": 100}, {""addr"": ""0x275c"", ""score"": 99}]}"
17985,"id:000352,sig:11,src:001016+000577,op:splice,rep:32","main004/fuzzers/fuzzer1/crashes/id:000352,sig:11,src:001016+000577,op:splice,rep:32",100,success,"{""candidates"": [{""addr"": ""0x39fa"", ""score"": 100}, {""addr"": ""0x39fc"", ""score"": 99}]}"
17985,"id:000526,sig:11,src:002215+001986,op:splice,rep:8","main004/fuzzers/fuzzer1/crashes/id:000526,sig:11,src:002215+001986,op:splice,rep:8",199,success,"{""candidates"": [{""addr"": ""0x5b46"", ""score"": 199}, {""addr"": ""0x5b38"", ""score"": 100}, {""addr"": ""0x5b4c"", ""score"": 99}, {""addr"": ""0x5b4a"", ""score"": 99}, {""addr"": ""0x5b42"", ""score"": 99}]}"
17985,"id:000051,sig:11,src:000000+000168,op:splice,rep:32","main004/fuzzers/fuzzer1/crashes/id:000051,sig:11,src:000000+000168,op:splice,rep:32",100,success,"{""candidates"": [{""addr"": ""0x275a"", ""score"": 100}, {""addr"": ""0x275c"", ""score"": 99}]}"
17985,"id:000347,sig:11,src:000919+001616,op:splice,rep:64","main004/fuzzers/fuzzer1/crashes/id:000347,sig:11,src:000919+001616,op:splice,rep:64",100,success,"{""candidates"": [{""addr"": ""0x310e"", ""score"": 100}, {""addr"": ""0x3110"", ""score"": 99}]}"
17985,"id:000229,sig:11,src:000079,op:havoc,rep:64","main004/fuzzers/fuzzer1/crashes/id:000229,sig:11,src:000079,op:havoc,rep:64",100,success,"{""candidates"": [{""addr"": ""0x310e"", ""score"": 100}, {""addr"": ""0x3110"", ""score"": 99}]}"
17985,"id:000031,sig:11,src:000266+000894,op:splice,rep:2","main003/fuzzers/fuzzer1/crashes/id:000031,sig:11,src:000266+000894,op:splice,rep:2",100,success,"{""candidates"": [{""addr"": ""0x310e"", ""score"": 100}, {""addr"": ""0x3110"", ""score"": 99}]}"
17985,"id:000467,sig:11,src:001900+001592,op:splice,rep:32","main004/fuzzers/fuzzer1/crashes/id:000467,sig:11,src:001900+001592,op:splice,rep:32",100,success,"{""candidates"": [{""addr"": ""0x310e"", ""score"": 100}, {""addr"": ""0x3110"", ""score"": 99}]}"
17985,"id:000407,sig:11,src:001270+000169,op:splice,rep:16","main004/fuzzers/fuzzer1/crashes/id:000407,sig:11,src:001270+000169,op:splice,rep:16",100,success,"{""candidates"": [{""addr"": ""0x310e"", ""score"": 100}, {""addr"": ""0x3110"", ""score"": 99}]}"
17985,"id:000216,sig:11,src:000883,op:havoc,rep:128","main003/fuzzers/fuzzer1/crashes/id:000216,sig:11,src:000883,op:havoc,rep:128",100,success,"{""candidates"": [{""addr"": ""0x39fa"", ""score"": 100}, {""addr"": ""0x39fc"", ""score"": 99}]}"
17985,"id:000295,sig:11,src:001078,op:havoc,rep:128","main003/fuzzers/fuzzer1/crashes/id:000295,sig:11,src:001078,op:havoc,rep:128",100,success,"{""candidates"": [{""addr"": ""0x275a"", ""score"": 100}, {""addr"": ""0x275c"", ""score"": 99}]}"
17985,"id:000032,sig:11,src:000000+000168,op:splice,rep:32","main004/fuzzers/fuzzer1/crashes/id:000032,sig:11,src:000000+000168,op:splice,rep:32",100,success,"{""candidates"": [{""addr"": ""0x310e"", ""score"": 100}, {""addr"": ""0x3110"", ""score"": 99}]}"
17985,"id:000427,sig:11,src:001623+001041,op:splice,rep:8","main004/fuzzers/fuzzer1/crashes/id:000427,sig:11,src:001623+001041,op:splice,rep:8",100,success,"{""candidates"": [{""addr"": ""0x275a"", ""score"": 100}, {""addr"": ""0x275c"", ""score"": 99}]}"
17985,"id:000504,sig:11,src:002076+000538,op:splice,rep:32","main004/fuzzers/fuzzer1/crashes/id:000504,sig:11,src:002076+000538,op:splice,rep:32",100,success,"{""candidates"": [{""addr"": ""0x41b8"", ""score"": 100}]}"
17985,"id:000057,sig:11,src:000000+000168,op:splice,rep:32","main004/fuzzers/fuzzer1/crashes/id:000057,sig:11,src:000000+000168,op:splice,rep:32",100,success,"{""candidates"": [{""addr"": ""0x2236"", ""score"": 100}]}"
17985,"id:000378,sig:11,src:001519+001462,op:splice,rep:128","main003/fuzzers/fuzzer1/crashes/id:000378,sig:11,src:001519+001462,op:splice,rep:128",100,success,"{""candidates"": [{""addr"": ""0x310e"", ""score"": 100}, {""addr"": ""0x3110"", ""score"": 99}]}"
17985,"id:000310,sig:11,src:000549,op:havoc,rep:128","main004/fuzzers/fuzzer1/crashes/id:000310,sig:11,src:000549,op:havoc,rep:128",100,success,"{""candidates"": [{""addr"": ""0x310e"", ""score"": 100}, {""addr"": ""0x3110"", ""score"": 99}]}"
17985,"id:000169,sig:11,src:000724+001203,op:splice,rep:2","main003/fuzzers/fuzzer1/crashes/id:000169,sig:11,src:000724+001203,op:splice,rep:2",100,success,"{""candidates"": [{""addr"": ""0x275a"", ""score"": 100}, {""addr"": ""0x275c"", ""score"": 99}]}"
17985,"id:000354,sig:11,src:001016+000577,op:splice,rep:64","main004/fuzzers/fuzzer1/crashes/id:000354,sig:11,src:001016+000577,op:splice,rep:64",198,success,"{""candidates"": [{""addr"": ""0x283a"", ""score"": 198}, {""addr"": ""0x2838"", ""score"": 100}, {""addr"": ""0x284c"", ""score"": 99}, {""addr"": ""0x284a"", ""score"": 99}, {""addr"": ""0x283a"", ""score"": 98}]}"
