id,crash_input,input_file,max_score,verdict,firmrca_result
668,"id:000000,sig:11,src:000000+000170,op:splice,rep:128","main004/fuzzers/fuzzer1/crashes/id:000000,sig:11,src:000000+000170,op:splice,rep:128",99,success,"{""candidates"": [{""addr"": ""0x3e56"", ""score"": 99}, {""addr"": ""0x3e56"", ""score"": 99}, {""addr"": ""0x3e5c"", ""score"": 98}, {""addr"": ""0x3e5a"", ""score"": 98}, {""addr"": ""0x3e52"", ""score"": 98}, {""addr"": ""0x3e50"", ""score"": 98}, {""addr"": ""0x3e5c"", ""score"": 98}, {""addr"": ""0x3e5a"", ""score"": 98}, {""addr"": ""0x3e52"", ""score"": 98}, {""addr"": ""0x3e50"", ""score"": 98}, {""addr"": ""0x3e58"", ""score"": 96}, {""addr"": ""0x3e58"", ""score"": 96}, {""addr"": ""0x3e58"", ""score"": 96}, {""addr"": ""0x3e58"", ""score"": 96}]}"
668,"id:000111,sig:11,src:000001+001027,op:splice,rep:64","main004/fuzzers/fuzzer1/crashes/id:000111,sig:11,src:000001+001027,op:splice,rep:64",99,success,"{""candidates"": [{""addr"": ""0x3e56"", ""score"": 99}, {""addr"": ""0x3e56"", ""score"": 99}, {""addr"": ""0x3e5c"", ""score"": 98}, {""addr"": ""0x3e5a"", ""score"": 98}, {""addr"": ""0x3e52"", ""score"": 98}, {""addr"": ""0x3e50"", ""score"": 98}, {""addr"": ""0x3e5c"", ""score"": 98}, {""addr"": ""0x3e5a"", ""score"": 98}, {""addr"": ""0x3e52"", ""score"": 98}, {""addr"": ""0x3e50"", ""score"": 98}, {""addr"": ""0x3e58"", ""score"": 96}, {""addr"": ""0x3e58"", ""score"": 96}, {""addr"": ""0x3e58"", ""score"": 96}, {""addr"": ""0x3e58"", ""score"": 96}]}"
668,"id:000138,sig:11,src:000001+001049,op:splice,rep:128","main004/fuzzers/fuzzer1/crashes/id:000138,sig:11,src:000001+001049,op:splice,rep:128",99,success,"{""candidates"": [{""addr"": ""0x3e56"", ""score"": 99}, {""addr"": ""0x3e56"", ""score"": 99}, {""addr"": ""0x3e5c"", ""score"": 98}, {""addr"": ""0x3e5a"", ""score"": 98}, {""addr"": ""0x3e52"", ""score"": 98}, {""addr"": ""0x3e50"", ""score"": 98}, {""addr"": ""0x3e5c"", ""score"": 98}, {""addr"": ""0x3e5a"", ""score"": 98}, {""addr"": ""0x3e52"", ""score"": 98}, {""addr"": ""0x3e50"", ""score"": 98}, {""addr"": ""0x3e58"", ""score"": 96}, {""addr"": ""0x3e58"", ""score"": 96}, {""addr"": ""0x3e58"", ""score"": 96}, {""addr"": ""0x3e58"", ""score"": 96}]}"
668,"id:000037,sig:11,src:000000+000690,op:splice,rep:8","main004/fuzzers/fuzzer1/crashes/id:000037,sig:11,src:000000+000690,op:splice,rep:8",99,success,"{""candidates"": [{""addr"": ""0x3e56"", ""score"": 99}, {""addr"": ""0x3e56"", ""score"": 99}, {""addr"": ""0x3e5c"", ""score"": 98}, {""addr"": ""0x3e5a"", ""score"": 98}, {""addr"": ""0x3e52"", ""score"": 98}, {""addr"": ""0x3e50"", ""score"": 98}, {""addr"": ""0x3e5c"", ""score"": 98}, {""addr"": ""0x3e5a"", ""score"": 98}, {""addr"": ""0x3e52"", ""score"": 98}, {""addr"": ""0x3e50"", ""score"": 98}, {""addr"": ""0x3e58"", ""score"": 96}, {""addr"": ""0x3e58"", ""score"": 96}, {""addr"": ""0x3e58"", ""score"": 96}, {""addr"": ""0x3e58"", ""score"": 96}]}"
668,"id:000035,sig:11,src:001511+001674,op:splice,rep:128","main003/fuzzers/fuzzer1/crashes/id:000035,sig:11,src:001511+001674,op:splice,rep:128",99,success,"{""candidates"": [{""addr"": ""0x3e56"", ""score"": 99}, {""addr"": ""0x3e56"", ""score"": 99}, {""addr"": ""0x3e5c"", ""score"": 98}, {""addr"": ""0x3e5a"", ""score"": 98}, {""addr"": ""0x3e52"", ""score"": 98}, {""addr"": ""0x3e50"", ""score"": 98}, {""addr"": ""0x3e5c"", ""score"": 98}, {""addr"": ""0x3e5a"", ""score"": 98}, {""addr"": ""0x3e52"", ""score"": 98}, {""addr"": ""0x3e50"", ""score"": 98}, {""addr"": ""0x3e58"", ""score"": 96}, {""addr"": ""0x3e58"", ""score"": 96}, {""addr"": ""0x3e58"", ""score"": 96}, {""addr"": ""0x3e58"", ""score"": 96}]}"
668,"id:000032,sig:11,src:000000+000689,op:splice,rep:16","main004/fuzzers/fuzzer1/crashes/id:000032,sig:11,src:000000+000689,op:splice,rep:16",99,success,"{""candidates"": [{""addr"": ""0x3e56"", ""score"": 99}, {""addr"": ""0x3e56"", ""score"": 99}, {""addr"": ""0x3e5c"", ""score"": 98}, {""addr"": ""0x3e5a"", ""score"": 98}, {""addr"": ""0x3e52"", ""score"": 98}, {""addr"": ""0x3e50"", ""score"": 98}, {""addr"": ""0x3e5c"", ""score"": 98}, {""addr"": ""0x3e5a"", ""score"": 98}, {""addr"": ""0x3e52"", ""score"": 98}, {""addr"": ""0x3e50"", ""score"": 98}, {""addr"": ""0x3e58"", ""score"": 96}, {""addr"": ""0x3e58"", ""score"": 96}, {""addr"": ""0x3e58"", ""score"": 96}, {""addr"": ""0x3e58"", ""score"": 96}]}"
668,"id:000031,sig:11,src:000000+000689,op:splice,rep:128","main004/fuzzers/fuzzer1/crashes/id:000031,sig:11,src:000000+000689,op:splice,rep:128",99,success,"{""candidates"": [{""addr"": ""0x3e56"", ""score"": 99}, {""addr"": ""0x3e56"", ""score"": 99}, {""addr"": ""0x3e5c"", ""score"": 98}, {""addr"": ""0x3e5a"", ""score"": 98}, {""addr"": ""0x3e52"", ""score"": 98}, {""addr"": ""0x3e50"", ""score"": 98}, {""addr"": ""0x3e5c"", ""score"": 98}, {""addr"": ""0x3e5a"", ""score"": 98}, {""addr"": ""0x3e52"", ""score"": 98}, {""addr"": ""0x3e50"", ""score"": 98}, {""addr"": ""0x3e58"", ""score"": 96}, {""addr"": ""0x3e58"", ""score"": 96}, {""addr"": ""0x3e58"", ""score"": 96}, {""addr"": ""0x3e58"", ""score"": 96}]}"
668,"id:000081,sig:11,src:000001+000487,op:splice,rep:128","main004/fuzzers/fuzzer1/crashes/id:000081,sig:11,src:000001+000487,op:splice,rep:128",99,success,"{""candidates"": [{""addr"": ""0x3e56"", ""score"": 99}, {""addr"": ""0x3e56"", ""score"": 99}, {""addr"": ""0x3e5c"", ""score"": 98}, {""addr"": ""0x3e5a"", ""score"": 98}, {""addr"": ""0x3e52"", ""score"": 98}, {""addr"": ""0x3e50"", ""score"": 98}, {""addr"": ""0x3e5c"", ""score"": 98}, {""addr"": ""0x3e5a"", ""score"": 98}, {""addr"": ""0x3e52"", ""score"": 98}, {""addr"": ""0x3e50"", ""score"": 98}, {""addr"": ""0x3e58"", ""score"": 96}, {""addr"": ""0x3e58"", ""score"": 96}, {""addr"": ""0x3e58"", ""score"": 96}, {""addr"": ""0x3e58"", ""score"": 96}]}"
1929,"id:000023,sig:11,src:000000+000012,op:splice,rep:128","main003/fuzzers/fuzzer1/crashes/id:000023,sig:11,src:000000+000012,op:splice,rep:128",100,success,"{""candidates"": [{""addr"": ""0x8008aee"", ""score"": 100}, {""addr"": ""0x8008f4a"", ""score"": 99}, {""addr"": ""0x8008f48"", ""score"": 99}, {""addr"": ""0x8008f46"", ""score"": 99}, {""addr"": ""0x8008f44"", ""score"": 99}, {""addr"": ""0x8008f42"", ""score"": 99}, {""addr"": ""0x8008f40"", ""score"": 99}, {""addr"": ""0x8008f32"", ""score"": 99}, {""addr"": ""0x8008f2e"", ""score"": 99}]}"
2666,"id:000059,sig:11,src:000226,op:havoc,rep:16","main001/fuzzers/fuzzer1/crashes/id:000059,sig:11,src:000226,op:havoc,rep:16",100,success,"{""candidates"": [{""addr"": ""0x2362a"", ""score"": 100}, {""addr"": ""0x286c6"", ""score"": 99}, {""addr"": ""0x286ba"", ""score"": 99}, {""addr"": ""0x297ec"", ""score"": 99}, {""addr"": ""0x297ba"", ""score"": 99}, {""addr"": ""0x297b0"", ""score"": 99}, {""addr"": ""0x297a6"", ""score"": 99}, {""addr"": ""0x282f6"", ""score"": 99}, {""addr"": ""0x282ba"", ""score"": 99}, {""addr"": ""0x2892e"", ""score"": 99}, {""addr"": ""0x2a866"", ""score"": 99}, {""addr"": ""0x2489c"", ""score"": 99}, {""addr"": ""0x2489a"", ""score"": 99}, {""addr"": ""0x23e02"", ""score"": 99}, {""addr"": ""0x23618"", ""score"": 98}, {""addr"": ""0x23618"", ""score"": 98}]}"
2667,"id:000037,sig:11,src:000118,op:havoc,rep:32","main001/fuzzers/fuzzer1/crashes/id:000037,sig:11,src:000118,op:havoc,rep:32",100,success,"{""candidates"": [{""addr"": ""0x2362a"", ""score"": 100}, {""addr"": ""0x286c6"", ""score"": 99}, {""addr"": ""0x286ba"", ""score"": 99}, {""addr"": ""0x297e8"", ""score"": 99}, {""addr"": ""0x297b6"", ""score"": 99}, {""addr"": ""0x297ac"", ""score"": 99}, {""addr"": ""0x297a2"", ""score"": 99}, {""addr"": ""0x282f6"", ""score"": 99}, {""addr"": ""0x282ba"", ""score"": 99}, {""addr"": ""0x2892e"", ""score"": 99}, {""addr"": ""0x2489c"", ""score"": 99}, {""addr"": ""0x2489a"", ""score"": 99}, {""addr"": ""0x297c8"", ""score"": 99}, {""addr"": ""0x23e02"", ""score"": 99}, {""addr"": ""0x23e02"", ""score"": 99}, {""addr"": ""0x23618"", ""score"": 98}, {""addr"": ""0x23618"", ""score"": 98}]}"
3283,"id:000417,sig:11,src:000410+000493,op:splice,rep:16","main002/fuzzers/fuzzer1/crashes/id:000417,sig:11,src:000410+000493,op:splice,rep:16",100,success,"{""candidates"": [{""addr"": ""0x801b20c"", ""score"": 100}, {""addr"": ""0x801b606"", ""score"": 99}, {""addr"": ""0x801b5f8"", ""score"": 99}, {""addr"": ""0x801ba50"", ""score"": 99}, {""addr"": ""0x801e07c"", ""score"": 98}, {""addr"": ""0x801b218"", ""score"": 98}, {""addr"": ""0x801b21e"", ""score"": 98}, {""addr"": ""0x801e07c"", ""score"": 98}, {""addr"": ""0x801b218"", ""score"": 98}, {""addr"": ""0x801b21e"", ""score"": 98}]}"
3618,"id:000167,sig:11,src:000476,op:havoc,rep:4","main001/fuzzers/fuzzer1/crashes/id:000167,sig:11,src:000476,op:havoc,rep:4",100,success,"{""candidates"": [{""addr"": ""0x80049f2"", ""score"": 100}, {""addr"": ""0x8004a2c"", ""score"": 99}, {""addr"": ""0x8004a2a"", ""score"": 99}, {""addr"": ""0x8004a28"", ""score"": 99}, {""addr"": ""0x8004a02"", ""score"": 99}]}"
3618,"id:000374,sig:04,src:000583+000633,op:splice,rep:64","main001/fuzzers/fuzzer1/crashes/id:000374,sig:04,src:000583+000633,op:splice,rep:64",200,success,"{""candidates"": [{""addr"": ""0x8002ac4"", ""score"": 200}, {""addr"": ""0x8004ebe"", ""score"": 99}, {""addr"": ""0x8004e76"", ""score"": 99}, {""addr"": ""0x8004e70"", ""score"": 99}, {""addr"": ""0x80045b4"", ""score"": 99}, {""addr"": ""0x8002d20"", ""score"": 99}, {""addr"": ""0x80045b8"", ""score"": 98}, {""addr"": ""0x80045b8"", ""score"": 98}]}"
3618,"id:000355,sig:11,src:000578+000746,op:splice,rep:8","main001/fuzzers/fuzzer1/crashes/id:000355,sig:11,src:000578+000746,op:splice,rep:8",100,success,"{""candidates"": [{""addr"": ""0x80049f2"", ""score"": 100}, {""addr"": ""0x8004a2c"", ""score"": 99}, {""addr"": ""0x8004a2a"", ""score"": 99}, {""addr"": ""0x8004a28"", ""score"": 99}, {""addr"": ""0x8004a02"", ""score"": 99}]}"
3618,"id:000330,sig:04,src:000575+000689,op:splice,rep:128","main001/fuzzers/fuzzer1/crashes/id:000330,sig:04,src:000575+000689,op:splice,rep:128",100,success,"{""candidates"": [{""addr"": ""0x80045ee"", ""score"": 100}, {""addr"": ""0x8004776"", ""score"": 99}, {""addr"": ""0x8004774"", ""score"": 99}, {""addr"": ""0x8004770"", ""score"": 99}, {""addr"": ""0x800476e"", ""score"": 99}, {""addr"": ""0x800476a"", ""score"": 99}, {""addr"": ""0x8004698"", ""score"": 99}, {""addr"": ""0x800468c"", ""score"": 99}, {""addr"": ""0x800468a"", ""score"": 99}, {""addr"": ""0x8004674"", ""score"": 99}, {""addr"": ""0x800466e"", ""score"": 99}, {""addr"": ""0x800465c"", ""score"": 99}]}"
3618,"id:000247,sig:11,src:000566+000319,op:splice,rep:4","main001/fuzzers/fuzzer1/crashes/id:000247,sig:11,src:000566+000319,op:splice,rep:4",100,success,"{""candidates"": [{""addr"": ""0x80049f2"", ""score"": 100}, {""addr"": ""0x8004a40"", ""score"": 99}, {""addr"": ""0x8004a3c"", ""score"": 99}, {""addr"": ""0x8004a3a"", ""score"": 99}, {""addr"": ""0x8004a36"", ""score"": 99}, {""addr"": ""0x8004a02"", ""score"": 99}]}"
3618,"id:000093,sig:11,src:000266+000342,op:splice,rep:4","main001/fuzzers/fuzzer1/crashes/id:000093,sig:11,src:000266+000342,op:splice,rep:4",100,success,"{""candidates"": [{""addr"": ""0x80049f2"", ""score"": 100}, {""addr"": ""0x8004d68"", ""score"": 99}, {""addr"": ""0x8004d64"", ""score"": 99}, {""addr"": ""0x8004d62"", ""score"": 99}, {""addr"": ""0x8004d5e"", ""score"": 99}, {""addr"": ""0x8004d5c"", ""score"": 99}, {""addr"": ""0x8004d58"", ""score"": 99}, {""addr"": ""0x8004a48"", ""score"": 99}, {""addr"": ""0x8004a02"", ""score"": 99}, {""addr"": ""0x80049f6"", ""score"": 99}]}"
3618,"id:000136,sig:11,src:000418+000352,op:splice,rep:16","main001/fuzzers/fuzzer1/crashes/id:000136,sig:11,src:000418+000352,op:splice,rep:16",199,success,"{""candidates"": [{""addr"": ""0x8002ab6"", ""score"": 199}, {""addr"": ""0x80000f8"", ""score"": 100}, {""addr"": ""0x8003628"", ""score"": 99}, {""addr"": ""0x8003626"", ""score"": 99}, {""addr"": ""0x8002aa4"", ""score"": 99}, {""addr"": ""0x8002a9c"", ""score"": 99}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}, {""addr"": ""0x8002ab8"", ""score"": 25}]}"
3618,"id:000303,sig:11,src:000575+000735,op:splice,rep:4","main001/fuzzers/fuzzer1/crashes/id:000303,sig:11,src:000575+000735,op:splice,rep:4",100,success,"{""candidates"": [{""addr"": ""0x80049f2"", ""score"": 100}, {""addr"": ""0x8004ad2"", ""score"": 99}, {""addr"": ""0x8004ad0"", ""score"": 99}, {""addr"": ""0x8004ace"", ""score"": 99}, {""addr"": ""0x8004a02"", ""score"": 99}]}"
3618,"id:000262,sig:11,src:000574,op:havoc,rep:2","main001/fuzzers/fuzzer1/crashes/id:000262,sig:11,src:000574,op:havoc,rep:2",100,success,"{""candidates"": [{""addr"": ""0x80049f2"", ""score"": 100}, {""addr"": ""0x8004a2c"", ""score"": 99}, {""addr"": ""0x8004a2a"", ""score"": 99}, {""addr"": ""0x8004a28"", ""score"": 99}, {""addr"": ""0x8004a02"", ""score"": 99}]}"
3618,"id:000152,sig:11,src:000469,op:havoc,rep:8","main001/fuzzers/fuzzer1/crashes/id:000152,sig:11,src:000469,op:havoc,rep:8",100,success,"{""candidates"": [{""addr"": ""0x80049f2"", ""score"": 100}, {""addr"": ""0x8004a80"", ""score"": 99}, {""addr"": ""0x8004a7e"", ""score"": 99}, {""addr"": ""0x8004a7c"", ""score"": 99}, {""addr"": ""0x8004a7a"", ""score"": 99}, {""addr"": ""0x8004a02"", ""score"": 98}, {""addr"": ""0x8004a02"", ""score"": 98}]}"
3618,"id:000334,sig:11,src:000575+000689,op:splice,rep:64","main001/fuzzers/fuzzer1/crashes/id:000334,sig:11,src:000575+000689,op:splice,rep:64",100,success,"{""candidates"": [{""addr"": ""0x80049f2"", ""score"": 100}, {""addr"": ""0x8004a40"", ""score"": 99}, {""addr"": ""0x8004a3c"", ""score"": 99}, {""addr"": ""0x8004a3a"", ""score"": 99}, {""addr"": ""0x8004a36"", ""score"": 99}, {""addr"": ""0x8004a02"", ""score"": 99}]}"
3618,"id:000223,sig:04,src:000525+000569,op:splice,rep:8","main001/fuzzers/fuzzer1/crashes/id:000223,sig:04,src:000525+000569,op:splice,rep:8",100,success,"{""candidates"": [{""addr"": ""0x80000f8"", ""score"": 100}, {""addr"": ""0x8004122"", ""score"": 99}, {""addr"": ""0x8004120"", ""score"": 99}, {""addr"": ""0x800411e"", ""score"": 99}, {""addr"": ""0x8004112"", ""score"": 99}, {""addr"": ""0x8004110"", ""score"": 99}, {""addr"": ""0x80021fc"", ""score"": 99}, {""addr"": ""0x8002ab6"", ""score"": 99}, {""addr"": ""0x8002aa4"", ""score"": 99}, {""addr"": ""0x8002a9c"", ""score"": 99}, {""addr"": ""0x8002ab8"", ""score"": 75}, {""addr"": ""0x8002ab8"", ""score"": 75}, {""addr"": ""0x8002ab8"", ""score"": 75}, {""addr"": ""0x8002ab8"", ""score"": 75}, {""addr"": ""0x8002ab8"", ""score"": 75}, {""addr"": ""0x8002ab8"", ""score"": 75}, {""addr"": ""0x8002ab8"", ""score"": 75}, {""addr"": ""0x8002ab8"", ""score"": 75}, {""addr"": ""0x8002ab8"", ""score"": 75}, {""addr"": ""0x8002ab8"", ""score"": 75}, {""addr"": ""0x8002ab8"", ""score"": 75}, {""addr"": ""0x8002ab8"", ""score"": 75}, {""addr"": ""0x8002ab8"", ""score"": 75}, {""addr"": ""0x8002ab8"", ""score"": 75}, {""addr"": ""0x8002ab8"", ""score"": 75}, {""addr"": ""0x8002ab8"", ""score"": 75}, {""addr"": ""0x8002ab8"", ""score"": 75}, {""addr"": ""0x8002ab8"", ""score"": 75}, {""addr"": ""0x8002ab8"", ""score"": 75}, {""addr"": ""0x8002ab8"", ""score"": 75}, {""addr"": ""0x8002ab8"", ""score"": 75}, {""addr"": ""0x8002ab8"", ""score"": 75}, {""addr"": ""0x8002ab8"", ""score"": 75}, {""addr"": ""0x8002ab8"", ""score"": 75}, {""addr"": ""0x8002ab8"", ""score"": 75}, {""addr"": ""0x8002ab8"", ""score"": 75}]}"
3618,"id:000346,sig:04,src:000578+000746,op:splice,rep:4","main001/fuzzers/fuzzer1/crashes/id:000346,sig:04,src:000578+000746,op:splice,rep:4",100,success,"{""candidates"": [{""addr"": ""0x80049f2"", ""score"": 100}, {""addr"": ""0x8004a2c"", ""score"": 99}, {""addr"": ""0x8004a2a"", ""score"": 99}, {""addr"": ""0x8004a28"", ""score"": 99}, {""addr"": ""0x8004a02"", ""score"": 99}]}"
3621,"id:000049,sig:11,src:000232+000301,op:splice,rep:64","main001/fuzzers/fuzzer1/crashes/id:000049,sig:11,src:000232+000301,op:splice,rep:64",199,success,"{""candidates"": [{""addr"": ""0x80021cc"", ""score"": 199}, {""addr"": ""0x8003b52"", ""score"": 99}, {""addr"": ""0x8003b0a"", ""score"": 99}, {""addr"": ""0x8003b04"", ""score"": 99}, {""addr"": ""0x8003248"", ""score"": 99}, {""addr"": ""0x8003244"", ""score"": 99}, {""addr"": ""0x80021cc"", ""score"": 99}]}"
3621,"id:000097,sig:04,src:000163+000402,op:splice,rep:2","main001/fuzzers/fuzzer1/crashes/id:000097,sig:04,src:000163+000402,op:splice,rep:2",197,success,"{""candidates"": [{""addr"": ""0x80021be"", ""score"": 197}, {""addr"": ""0x80010aa"", ""score"": 100}, {""addr"": ""0x8003424"", ""score"": 99}, {""addr"": ""0x8003422"", ""score"": 99}, {""addr"": ""0x8003420"", ""score"": 99}, {""addr"": ""0x800341c"", ""score"": 99}, {""addr"": ""0x800341a"", ""score"": 99}, {""addr"": ""0x8003328"", ""score"": 99}, {""addr"": ""0x800331c"", ""score"": 99}, {""addr"": ""0x800331a"", ""score"": 99}, {""addr"": ""0x8003304"", ""score"": 99}, {""addr"": ""0x80032fe"", ""score"": 99}, {""addr"": ""0x80032ec"", ""score"": 99}, {""addr"": ""0x800327e"", ""score"": 99}, {""addr"": ""0x8003252"", ""score"": 99}, {""addr"": ""0x80021ac"", ""score"": 99}, {""addr"": ""0x80021a4"", ""score"": 99}, {""addr"": ""0x80021be"", ""score"": 97}, {""addr"": ""0x80021be"", ""score"": 97}]}"
3621,"id:000098,sig:04,src:000353+000118,op:splice,rep:16","main001/fuzzers/fuzzer1/crashes/id:000098,sig:04,src:000353+000118,op:splice,rep:16",197,success,"{""candidates"": [{""addr"": ""0x80021be"", ""score"": 197}, {""addr"": ""0x80010aa"", ""score"": 100}, {""addr"": ""0x8003424"", ""score"": 99}, {""addr"": ""0x8003422"", ""score"": 99}, {""addr"": ""0x8003420"", ""score"": 99}, {""addr"": ""0x800341c"", ""score"": 99}, {""addr"": ""0x800341a"", ""score"": 99}, {""addr"": ""0x8003328"", ""score"": 99}, {""addr"": ""0x800331c"", ""score"": 99}, {""addr"": ""0x800331a"", ""score"": 99}, {""addr"": ""0x8003304"", ""score"": 99}, {""addr"": ""0x80032fe"", ""score"": 99}, {""addr"": ""0x80032f8"", ""score"": 99}, {""addr"": ""0x800327e"", ""score"": 99}, {""addr"": ""0x8003252"", ""score"": 99}, {""addr"": ""0x80021ac"", ""score"": 99}, {""addr"": ""0x80021a4"", ""score"": 99}, {""addr"": ""0x80021be"", ""score"": 97}, {""addr"": ""0x80021be"", ""score"": 97}]}"
3621,"id:000066,sig:11,src:000239,op:havoc,rep:128","main001/fuzzers/fuzzer1/crashes/id:000066,sig:11,src:000239,op:havoc,rep:128",197,success,"{""candidates"": [{""addr"": ""0x80021be"", ""score"": 197}, {""addr"": ""0x80010aa"", ""score"": 100}, {""addr"": ""0x8003424"", ""score"": 99}, {""addr"": ""0x8003422"", ""score"": 99}, {""addr"": ""0x8003420"", ""score"": 99}, {""addr"": ""0x800341c"", ""score"": 99}, {""addr"": ""0x800341a"", ""score"": 99}, {""addr"": ""0x8003328"", ""score"": 99}, {""addr"": ""0x800331c"", ""score"": 99}, {""addr"": ""0x800331a"", ""score"": 99}, {""addr"": ""0x8003304"", ""score"": 99}, {""addr"": ""0x80032fe"", ""score"": 99}, {""addr"": ""0x80032f8"", ""score"": 99}, {""addr"": ""0x800327e"", ""score"": 99}, {""addr"": ""0x8003252"", ""score"": 99}, {""addr"": ""0x80021ac"", ""score"": 99}, {""addr"": ""0x80021a4"", ""score"": 99}, {""addr"": ""0x80021be"", ""score"": 97}, {""addr"": ""0x80021be"", ""score"": 97}]}"
3621,"id:000099,sig:04,src:000433+000060,op:splice,rep:2","main001/fuzzers/fuzzer1/crashes/id:000099,sig:04,src:000433+000060,op:splice,rep:2",197,success,"{""candidates"": [{""addr"": ""0x80021be"", ""score"": 197}, {""addr"": ""0x80010aa"", ""score"": 100}, {""addr"": ""0x8003406"", ""score"": 99}, {""addr"": ""0x8003404"", ""score"": 99}, {""addr"": ""0x8003400"", ""score"": 99}, {""addr"": ""0x80033fe"", ""score"": 99}, {""addr"": ""0x80033fa"", ""score"": 99}, {""addr"": ""0x8003328"", ""score"": 99}, {""addr"": ""0x800331c"", ""score"": 99}, {""addr"": ""0x800331a"", ""score"": 99}, {""addr"": ""0x80032ec"", ""score"": 99}, {""addr"": ""0x80032ce"", ""score"": 99}, {""addr"": ""0x80032bc"", ""score"": 99}, {""addr"": ""0x800327e"", ""score"": 99}, {""addr"": ""0x8003258"", ""score"": 99}, {""addr"": ""0x80021ac"", ""score"": 99}, {""addr"": ""0x80021a4"", ""score"": 99}, {""addr"": ""0x80021be"", ""score"": 97}, {""addr"": ""0x80021be"", ""score"": 97}]}"
